시도,합계,월,시군구
강원특별자치도,39002,201908,고성
강원특별자치도,122698,201908,동해
강원특별자치도,27368,201908,삼척
강원특별자치도,170984,201908,속초
강원특별자치도,11514,201908,양구
강원특별자치도,32804,201908,양양
강원특별자치도,14825,201908,영월
강원특별자치도,799050,201908,원주
강원특별자치도,19642,201908,인제
강원특별자치도,15206,201908,정선
강원특별자치도,26776,201908,철원
강원특별자치도,688282,201908,춘천
강원특별자치도,43037,201908,태백
강원특별자치도,12383,201908,평창
강원특별자치도,43203,201908,홍천
강원특별자치도,14677,201908,화천
강원특별자치도,33931,201908,횡성
충청북도,32407,201908,괴산
충청북도,36171,201908,단양
충청북도,30582,201908,보은
충청북도,57265,201908,옥천
충청북도,888,201908,음성
충청북도,172278,201908,제천
충청북도,86995,201908,증평
충청북도,99309,201908,진천
충청북도,2348648,201908,청주
충청북도,4,201908,충주
충청남도,74682,201908,계룡
충청남도,172951,201908,공주
충청남도,60758,201908,금산
충청남도,163158,201908,논산
충청남도,225289,201908,당진
충청남도,168398,201908,보령
충청남도,105005,201908,부여
충청남도,208492,201908,서산
충청남도,258705,201908,서천
충청남도,732654,201908,아산
충청남도,9564,201908,예산
충청남도,2287038,201908,천안
충청남도,9430,201908,청양
충청남도,64629,201908,태안
충청남도,7192,201908,홍성
전라북도,21,201908,고창
전라북도,354325,201908,군산
전라북도,48993,201908,김제
전라북도,56249,201908,남원
전라북도,687,201908,무주
전라북도,26072,201908,부안
전라북도,20354,201908,순창
전라북도,148045,201908,완주
전라북도,530215,201908,익산
전라북도,11453,201908,임실
전라북도,123,201908,장수
전라북도,1685625,201908,전주
전라북도,94535,201908,정읍
전라북도,36841,201908,진안
전라남도,3359,201908,강진
전라남도,20602,201908,고흥
전라남도,4058,201908,곡성
전라남도,197533,201908,광양
전라남도,8664,201908,구례
전라남도,425093,201908,나주
전라남도,98477,201908,담양
전라남도,462529,201908,목포
전라남도,80105,201908,무안
전라남도,30334,201908,보성
전라남도,709332,201908,순천
전라남도,3469,201908,신안
전라남도,827765,201908,여수
전라남도,5391,201908,영광
전라남도,35797,201908,영암
전라남도,4782,201908,완도
전라남도,45277,201908,장성
전라남도,11,201908,장흥
전라남도,32992,201908,함평
전라남도,10127,201908,해남
전라남도,233430,201908,화순
경상북도,1108261,201908,경산
경상북도,517400,201908,경주
경상북도,33418,201908,고령
경상북도,691840,201908,구미
경상북도,11,201908,군위
경상북도,209076,201908,김천
경상북도,43393,201908,문경
경상북도,5124,201908,봉화
경상북도,30656,201908,상주
경상북도,17718,201908,성주
경상북도,314209,201908,안동
경상북도,3056,201908,영덕
경상북도,89938,201908,영주
경상북도,154515,201908,영천
경상북도,38925,201908,예천
경상북도,13792,201908,울릉
경상북도,20325,201908,울진
경상북도,13919,201908,의성
경상북도,8493,201908,청도
경상북도,94,201908,청송
경상북도,72502,201908,칠곡
경상북도,906875,201908,포항
경상남도,418347,201908,거제
경상남도,1821,201908,고성
경상남도,1749633,201908,김해
경상남도,1626,201908,남해
경상남도,75359,201908,밀양
경상남도,52524,201908,사천
경상남도,137,201908,산청
경상남도,1747294,201908,양산
경상남도,2885,201908,의령
경상남도,1054668,201908,진주
경상남도,306,201908,창녕
경상남도,3450865,201908,창원
경상남도,390778,201908,통영
경상남도,1042,201908,하동
경상남도,48934,201908,함안
경상남도,423,201908,합천
제주특별자치도,544672,201908,서귀포
제주특별자치도,1717916,201908,제주
광주광역시,5542762,201909,광주광역시
대구광역시,12858986,201909,대구광역시
대전광역시,6712437,201909,대전광역시
부산광역시,27495320,201909,부산광역시
서울특별시,114677735,201909,서울특별시
세종특별자치시,749064,201909,세종특별자치시
울산광역시,3530307,201909,울산광역시
인천광역시,20205791,201909,인천광역시
경기도,159179,201909,가평
경기도,7138959,201909,고양
경기도,558890,201909,과천
경기도,2705794,201909,광명
경기도,1702692,201909,광주
경기도,1356907,201909,구리
경기도,2318476,201909,군포
경기도,1832276,201909,김포
경기도,3637305,201909,남양주
경기도,494597,201909,동두천
경기도,6792609,201909,부천
경기도,8477933,201909,성남
경기도,7698279,201909,수원
경기도,2232714,201909,시흥
경기도,3751559,201909,안산
경기도,448381,201909,안성
경기도,5022466,201909,안양
경기도,1148403,201909,양주
경기도,268308,201909,양평
경기도,206767,201909,여주
경기도,85272,201909,연천
경기도,1009268,201909,오산
경기도,5627930,201909,용인
경기도,964992,201909,의왕
경기도,3270543,201909,의정부
경기도,465831,201909,이천
경기도,1955821,201909,파주
경기도,1798720,201909,평택
경기도,439266,201909,포천
경기도,1299463,201909,하남
경기도,2769020,201909,화성
강원특별자치도,422642,201909,강릉
강원특별자치도,35009,201909,고성
강원특별자치도,121168,201909,동해
강원특별자치도,25844,201909,삼척
강원특별자치도,151618,201909,속초
강원특별자치도,10682,201909,양구
강원특별자치도,26623,201909,양양
강원특별자치도,14937,201909,영월
강원특별자치도,862091,201909,원주
강원특별자치도,18534,201909,인제
강원특별자치도,14054,201909,정선
강원특별자치도,26097,201909,철원
강원특별자치도,679496,201909,춘천
강원특별자치도,40339,201909,태백
강원특별자치도,10920,201909,평창
강원특별자치도,38299,201909,홍천
강원특별자치도,17179,201909,화천
강원특별자치도,34568,201909,횡성
충청북도,32475,201909,괴산
충청북도,35377,201909,단양
충청북도,30012,201909,보은
충청북도,57225,201909,옥천
충청북도,871,201909,음성
충청북도,198249,201909,제천
충청북도,92033,201909,증평
충청북도,104165,201909,진천
충청북도,2434410,201909,청주
충청북도,12,201909,충주
충청남도,71160,201909,계룡
충청남도,177479,201909,공주
충청남도,66136,201909,금산
충청남도,167762,201909,논산
충청남도,237723,201909,당진
충청남도,142621,201909,보령
충청남도,109419,201909,부여
충청남도,212989,201909,서산
충청남도,266384,201909,서천
충청남도,779655,201909,아산
충청남도,9639,201909,예산
충청남도,2485644,201909,천안
충청남도,9921,201909,청양
충청남도,61543,201909,태안
충청남도,7760,201909,홍성
전라북도,18,201909,고창
전라북도,364974,201909,군산
전라북도,50971,201909,김제
전라북도,54202,201909,남원
전라북도,737,201909,무주
전라북도,24985,201909,부안
전라북도,21004,201909,순창
전라북도,156564,201909,완주
전라북도,545787,201909,익산
전라북도,11414,201909,임실
전라북도,124,201909,장수
전라북도,1685277,201909,전주
전라북도,102246,201909,정읍
전라북도,34023,201909,진안
전라남도,2801,201909,강진
전라남도,19958,201909,고흥
전라남도,4190,201909,곡성
전라남도,187271,201909,광양
전라남도,7720,201909,구례
전라남도,455205,201909,나주
전라남도,96616,201909,담양
전라남도,473263,201909,목포
전라남도,92834,201909,무안
전라남도,28462,201909,보성
전라남도,722108,201909,순천
전라남도,3532,201909,신안
전라남도,764183,201909,여수
전라남도,5306,201909,영광
전라남도,41045,201909,영암
전라남도,4265,201909,완도
전라남도,46188,201909,장성
전라남도,6,201909,장흥
전라남도,41758,201909,함평
전라남도,10816,201909,해남
전라남도,232376,201909,화순
경상북도,1238595,201909,경산
경상북도,493697,201909,경주
경상북도,33676,201909,고령
경상북도,681850,201909,구미
경상북도,9,201909,군위
경상북도,207396,201909,김천
경상북도,42136,201909,문경
경상북도,5065,201909,봉화
경상북도,30571,201909,상주
경상북도,18739,201909,성주
경상북도,340705,201909,안동
경상북도,5683,201909,영덕
경상북도,93290,201909,영주
경상북도,171990,201909,영천
경상북도,39953,201909,예천
경상북도,8973,201909,울릉
경상북도,19407,201909,울진
경상북도,14266,201909,의성
경상북도,7827,201909,청도
경상북도,135,201909,청송
경상북도,71871,201909,칠곡
경상북도,877070,201909,포항
경상남도,398359,201909,거제
경상남도,1935,201909,고성
경상남도,1684283,201909,김해
경상남도,1683,201909,남해
경상남도,77125,201909,밀양
경상남도,50913,201909,사천
경상남도,216,201909,산청
경상남도,1624581,201909,양산
경상남도,1757,201909,의령
경상남도,1071618,201909,진주
경상남도,283,201909,창녕
경상남도,3421855,201909,창원
경상남도,378489,201909,통영
경상남도,1012,201909,하동
경상남도,46701,201909,함안
경상남도,348,201909,합천
제주특별자치도,492959,201909,서귀포
제주특별자치도,1620710,201909,제주
광주광역시,6049181,201910,광주광역시
대구광역시,14089566,201910,대구광역시
대전광역시,7296624,201910,대전광역시
부산광역시,30207758,201910,부산광역시
서울특별시,126028511,201910,서울특별시
세종특별자치시,831446,201910,세종특별자치시
울산광역시,3920977,201910,울산광역시
인천광역시,22115793,201910,인천광역시
경기도,164907,201910,가평
경기도,7890159,201910,고양
경기도,631403,201910,과천
경기도,2916394,201910,광명
경기도,1874362,201910,광주
경기도,1476770,201910,구리
경기도,2541710,201910,군포
경기도,2252912,201910,김포
경기도,3989426,201910,남양주
경기도,536506,201910,동두천
경기도,7377232,201910,부천
경기도,9291849,201910,성남
경기도,8340706,201910,수원
경기도,2438155,201910,시흥
경기도,4044480,201910,안산
경기도,481895,201910,안성
경기도,5475782,201910,안양
경기도,1248586,201910,양주
경기도,292096,201910,양평
경기도,223087,201910,여주
경기도,91381,201910,연천
경기도,1099674,201910,오산
경기도,6226988,201910,용인
경기도,1056566,201910,의왕
경기도,3552505,201910,의정부
경기도,507145,201910,이천
경기도,2143879,201910,파주
경기도,1949539,201910,평택
경기도,469675,201910,포천
경기도,1425734,201910,하남
경기도,3056616,201910,화성
강원특별자치도,445433,201910,강릉
강원특별자치도,38507,201910,고성
강원특별자치도,133089,201910,동해
강원특별자치도,26871,201910,삼척
강원특별자치도,179494,201910,속초
강원특별자치도,11711,201910,양구
강원특별자치도,29055,201910,양양
강원특별자치도,15996,201910,영월
강원특별자치도,929949,201910,원주
강원특별자치도,19788,201910,인제
강원특별자치도,15338,201910,정선
강원특별자치도,27689,201910,철원
강원특별자치도,732254,201910,춘천
강원특별자치도,43249,201910,태백
강원특별자치도,16349,201910,평창
강원특별자치도,40599,201910,홍천
강원특별자치도,18501,201910,화천
강원특별자치도,37551,201910,횡성
충청북도,35041,201910,괴산
충청북도,38785,201910,단양
충청북도,32955,201910,보은
충청북도,60779,201910,옥천
충청북도,882,201910,음성
충청북도,211285,201910,제천
충청북도,99022,201910,증평
충청북도,111813,201910,진천
충청북도,2623641,201910,청주
충청북도,11,201910,충주
충청남도,78602,201910,계룡
충청남도,195845,201910,공주
충청남도,70900,201910,금산
충청남도,181156,201910,논산
충청남도,257011,201910,당진
충청남도,154525,201910,보령
충청남도,118520,201910,부여
충청남도,232778,201910,서산
충청남도,289347,201910,서천
충청남도,839089,201910,아산
충청남도,10733,201910,예산
충청남도,2650801,201910,천안
충청남도,10480,201910,청양
충청남도,67843,201910,태안
충청남도,8472,201910,홍성
전라북도,12849,201910,고창
전라북도,396555,201910,군산
전라북도,54653,201910,김제
전라북도,57947,201910,남원
전라북도,682,201910,무주
전라북도,26944,201910,부안
전라북도,22459,201910,순창
전라북도,170728,201910,완주
전라북도,596385,201910,익산
전라북도,12560,201910,임실
전라북도,117,201910,장수
전라북도,1848402,201910,전주
전라북도,100587,201910,정읍
전라북도,39999,201910,진안
전라남도,3240,201910,강진
전라남도,21523,201910,고흥
전라남도,4654,201910,곡성
전라남도,207966,201910,광양
전라남도,9102,201910,구례
전라남도,497395,201910,나주
전라남도,105095,201910,담양
전라남도,511610,201910,목포
전라남도,100086,201910,무안
전라남도,29797,201910,보성
전라남도,791651,201910,순천
전라남도,3929,201910,신안
전라남도,848053,201910,여수
전라남도,5789,201910,영광
전라남도,45099,201910,영암
전라남도,4934,201910,완도
전라남도,50599,201910,장성
전라남도,13,201910,장흥
전라남도,45493,201910,함평
전라남도,11661,201910,해남
전라남도,239914,201910,화순
경상북도,1333453,201910,경산
경상북도,561920,201910,경주
경상북도,35899,201910,고령
경상북도,736638,201910,구미
경상북도,15,201910,군위
경상북도,226108,201910,김천
경상북도,45265,201910,문경
경상북도,4977,201910,봉화
경상북도,32754,201910,상주
경상북도,20716,201910,성주
경상북도,360237,201910,안동
경상북도,6254,201910,영덕
경상북도,101919,201910,영주
경상북도,186854,201910,영천
경상북도,43505,201910,예천
경상북도,9795,201910,울릉
경상북도,20107,201910,울진
경상북도,14828,201910,의성
경상북도,13068,201910,청도
경상북도,168,201910,청송
경상북도,74982,201910,칠곡
경상북도,942378,201910,포항
경상남도,449558,201910,거제
경상남도,1962,201910,고성
경상남도,1828881,201910,김해
경상남도,1652,201910,남해
경상남도,81808,201910,밀양
경상남도,55634,201910,사천
경상남도,204,201910,산청
경상남도,1804437,201910,양산
경상남도,2835,201910,의령
경상남도,1201310,201910,진주
경상남도,302,201910,창녕
경상남도,3764204,201910,창원
경상남도,409737,201910,통영
경상남도,1201,201910,하동
경상남도,52017,201910,함안
경상남도,431,201910,합천
제주특별자치도,554666,201910,서귀포
제주특별자치도,1817597,201910,제주
광주광역시,5931620,201911,광주광역시
대구광역시,13496463,201911,대구광역시
대전광역시,7128837,201911,대전광역시
부산광역시,29743098,201911,부산광역시
서울특별시,122168505,201911,서울특별시
세종특별자치시,822414,201911,세종특별자치시
울산광역시,3850912,201911,울산광역시
인천광역시,21253431,201911,인천광역시
경기도,151595,201911,가평
경기도,7600178,201911,고양
경기도,598388,201911,과천
경기도,2828905,201911,광명
경기도,1806424,201911,광주
경기도,1418331,201911,구리
경기도,2456031,201911,군포
경기도,2155399,201911,김포
경기도,3822771,201911,남양주
경기도,509524,201911,동두천
경기도,7105379,201911,부천
경기도,9010926,201911,성남
경기도,8087828,201911,수원
경기도,2350069,201911,시흥
경기도,3897432,201911,안산
경기도,465413,201911,안성
경기도,5297150,201911,안양
경기도,1192565,201911,양주
경기도,267694,201911,양평
경기도,215505,201911,여주
경기도,88212,201911,연천
경기도,1066145,201911,오산
경기도,6031503,201911,용인
경기도,1016408,201911,의왕
경기도,3414912,201911,의정부
경기도,491089,201911,이천
경기도,2067575,201911,파주
경기도,1897343,201911,평택
경기도,451465,201911,포천
경기도,1380862,201911,하남
경기도,2989651,201911,화성
강원특별자치도,437705,201911,강릉
강원특별자치도,36621,201911,고성
강원특별자치도,127515,201911,동해
강원특별자치도,26005,201911,삼척
강원특별자치도,157577,201911,속초
강원특별자치도,11174,201911,양구
강원특별자치도,26710,201911,양양
강원특별자치도,15637,201911,영월
강원특별자치도,897982,201911,원주
강원특별자치도,19185,201911,인제
강원특별자치도,15227,201911,정선
강원특별자치도,26521,201911,철원
강원특별자치도,677153,201911,춘천
강원특별자치도,40734,201911,태백
강원특별자치도,12313,201911,평창
강원특별자치도,38814,201911,홍천
강원특별자치도,19493,201911,화천
강원특별자치도,35913,201911,횡성
충청북도,33627,201911,괴산
충청북도,36215,201911,단양
충청북도,30447,201911,보은
충청북도,59723,201911,옥천
충청북도,844,201911,음성
충청북도,204322,201911,제천
충청북도,97795,201911,증평
충청북도,109554,201911,진천
충청북도,2560366,201911,청주
충청북도,9,201911,충주
충청남도,76114,201911,계룡
충청남도,189779,201911,공주
충청남도,67265,201911,금산
충청남도,174608,201911,논산
충청남도,249636,201911,당진
충청남도,149998,201911,보령
충청남도,113061,201911,부여
충청남도,224015,201911,서산
충청남도,280663,201911,서천
충청남도,815043,201911,아산
충청남도,10185,201911,예산
충청남도,2591844,201911,천안
충청남도,10019,201911,청양
충청남도,64452,201911,태안
충청남도,8170,201911,홍성
전라북도,21952,201911,고창
전라북도,386351,201911,군산
전라북도,50926,201911,김제
전라북도,56745,201911,남원
전라북도,701,201911,무주
전라북도,25648,201911,부안
전라북도,21792,201911,순창
전라북도,168157,201911,완주
전라북도,583489,201911,익산
전라북도,11911,201911,임실
전라북도,109,201911,장수
전라북도,1810873,201911,전주
전라북도,93075,201911,정읍
전라북도,37321,201911,진안
전라남도,3323,201911,강진
전라남도,21966,201911,고흥
전라남도,4577,201911,곡성
전라남도,207549,201911,광양
전라남도,8786,201911,구례
전라남도,497558,201911,나주
전라남도,105197,201911,담양
전라남도,503504,201911,목포
전라남도,100489,201911,무안
전라남도,30189,201911,보성
전라남도,779698,201911,순천
전라남도,3931,201911,신안
전라남도,834631,201911,여수
전라남도,5695,201911,영광
전라남도,45436,201911,영암
전라남도,5162,201911,완도
전라남도,49588,201911,장성
전라남도,12,201911,장흥
전라남도,46140,201911,함평
전라남도,11786,201911,해남
전라남도,247620,201911,화순
경상북도,1282296,201911,경산
경상북도,543502,201911,경주
경상북도,34543,201911,고령
경상북도,730867,201911,구미
경상북도,13,201911,군위
경상북도,221346,201911,김천
경상북도,43198,201911,문경
경상북도,5187,201911,봉화
경상북도,32538,201911,상주
경상북도,19421,201911,성주
경상북도,354821,201911,안동
경상북도,5796,201911,영덕
경상북도,96874,201911,영주
경상북도,177277,201911,영천
경상북도,41483,201911,예천
경상북도,7719,201911,울릉
경상북도,21574,201911,울진
경상북도,15056,201911,의성
경상북도,13449,201911,청도
경상북도,115,201911,청송
경상북도,67583,201911,칠곡
경상북도,941854,201911,포항
경상남도,444583,201911,거제
경상남도,2014,201911,고성
경상남도,1762333,201911,김해
경상남도,1684,201911,남해
경상남도,82146,201911,밀양
경상남도,55432,201911,사천
경상남도,189,201911,산청
경상남도,1807945,201911,양산
경상남도,2797,201911,의령
경상남도,1150333,201911,진주
경상남도,306,201911,창녕
경상남도,3712106,201911,창원
경상남도,399393,201911,통영
경상남도,1143,201911,하동
경상남도,51235,201911,함안
경상남도,421,201911,합천
제주특별자치도,538860,201911,서귀포
제주특별자치도,1771899,201911,제주
광주광역시,5825192,201912,광주광역시
대구광역시,14046908,201912,대구광역시
대전광역시,7184775,201912,대전광역시
부산광역시,29911706,201912,부산광역시
서울특별시,123953012,201912,서울특별시
세종특별자치시,861092,201912,세종특별자치시
울산광역시,3887781,201912,울산광역시
인천광역시,21530328,201912,인천광역시
경기도,152078,201912,가평
경기도,7717892,201912,고양
경기도,600444,201912,과천
경기도,2877445,201912,광명
경기도,1829381,201912,광주
경기도,1439534,201912,구리
경기도,2494299,201912,군포
경기도,2206550,201912,김포
경기도,3869519,201912,남양주
경기도,512384,201912,동두천
경기도,7226015,201912,부천
경기도,9104379,201912,성남
경기도,8160331,201912,수원
경기도,2379614,201912,시흥
경기도,3944419,201912,안산
경기도,465901,201912,안성
경기도,5364608,201912,안양
경기도,1196186,201912,양주
경기도,268022,201912,양평
경기도,217480,201912,여주
경기도,89430,201912,연천
경기도,1080030,201912,오산
경기도,6036433,201912,용인
경기도,1030120,201912,의왕
경기도,3449941,201912,의정부
경기도,500881,201912,이천
경기도,2103252,201912,파주
경기도,1919648,201912,평택
경기도,455626,201912,포천
경기도,1420440,201912,하남
경기도,3016465,201912,화성
강원특별자치도,450865,201912,강릉
강원특별자치도,37000,201912,고성
강원특별자치도,129564,201912,동해
강원특별자치도,25125,201912,삼척
강원특별자치도,158127,201912,속초
강원특별자치도,11547,201912,양구
강원특별자치도,27036,201912,양양
강원특별자치도,16121,201912,영월
강원특별자치도,882540,201912,원주
강원특별자치도,19194,201912,인제
강원특별자치도,15301,201912,정선
강원특별자치도,25013,201912,철원
강원특별자치도,663462,201912,춘천
강원특별자치도,41034,201912,태백
강원특별자치도,11904,201912,평창
강원특별자치도,41368,201912,홍천
강원특별자치도,19252,201912,화천
강원특별자치도,35259,201912,횡성
충청북도,30798,201912,괴산
충청북도,36875,201912,단양
충청북도,30658,201912,보은
충청북도,60731,201912,옥천
충청북도,918,201912,음성
충청북도,190097,201912,제천
충청북도,97728,201912,증평
충청북도,111177,201912,진천
충청북도,2572967,201912,청주
충청북도,9,201912,충주
충청남도,78135,201912,계룡
충청남도,187599,201912,공주
충청남도,61040,201912,금산
충청남도,174882,201912,논산
충청남도,233789,201912,당진
충청남도,142869,201912,보령
충청남도,111615,201912,부여
충청남도,263206,201912,서산
충청남도,287988,201912,서천
충청남도,808574,201912,아산
충청남도,10345,201912,예산
충청남도,2525859,201912,천안
충청남도,10391,201912,청양
충청남도,60536,201912,태안
충청남도,8120,201912,홍성
전라북도,22544,201912,고창
전라북도,370838,201912,군산
전라북도,50830,201912,김제
전라북도,56470,201912,남원
전라북도,658,201912,무주
전라북도,25621,201912,부안
전라북도,21414,201912,순창
전라북도,163082,201912,완주
전라북도,558553,201912,익산
전라북도,11884,201912,임실
전라북도,163,201912,장수
전라북도,1772441,201912,전주
전라북도,79903,201912,정읍
전라북도,40629,201912,진안
전라남도,2939,201912,강진
전라남도,22076,201912,고흥
전라남도,4196,201912,곡성
전라남도,211530,201912,광양
전라남도,7766,201912,구례
전라남도,479628,201912,나주
전라남도,99370,201912,담양
전라남도,496014,201912,목포
전라남도,93645,201912,무안
전라남도,29758,201912,보성
전라남도,753714,201912,순천
전라남도,4016,201912,신안
전라남도,845011,201912,여수
전라남도,5368,201912,영광
전라남도,40882,201912,영암
전라남도,4910,201912,완도
전라남도,47531,201912,장성
전라남도,7,201912,장흥
전라남도,41216,201912,함평
전라남도,11416,201912,해남
전라남도,238876,201912,화순
경상북도,1267695,201912,경산
경상북도,523791,201912,경주
경상북도,36350,201912,고령
경상북도,726218,201912,구미
경상북도,16,201912,군위
경상북도,216013,201912,김천
경상북도,43824,201912,문경
경상북도,5355,201912,봉화
경상북도,32546,201912,상주
경상북도,17977,201912,성주
경상북도,343406,201912,안동
경상북도,5960,201912,영덕
경상북도,96628,201912,영주
경상북도,182238,201912,영천
경상북도,41868,201912,예천
경상북도,6803,201912,울릉
경상북도,22830,201912,울진
경상북도,15270,201912,의성
경상북도,13645,201912,청도
경상북도,107,201912,청송
경상북도,68021,201912,칠곡
경상북도,957202,201912,포항
경상남도,456713,201912,거제
경상남도,2123,201912,고성
경상남도,1792714,201912,김해
경상남도,1728,201912,남해
경상남도,79438,201912,밀양
경상남도,54387,201912,사천
경상남도,255,201912,산청
경상남도,1838748,201912,양산
경상남도,2836,201912,의령
경상남도,1104974,201912,진주
경상남도,332,201912,창녕
경상남도,3683998,201912,창원
경상남도,399487,201912,통영
경상남도,1131,201912,하동
경상남도,51891,201912,함안
경상남도,454,201912,합천
제주특별자치도,536537,201912,서귀포
제주특별자치도,1735034,201912,제주
광주광역시,5067058,202001,광주광역시
대구광역시,12520491,202001,대구광역시
대전광역시,6332341,202001,대전광역시
부산광역시,26899568,202001,부산광역시
서울특별시,111897517,202001,서울특별시
세종특별자치시,773885,202001,세종특별자치시
울산광역시,3375143,202001,울산광역시
인천광역시,19398766,202001,인천광역시
경기도,150878,202001,가평
경기도,6965062,202001,고양
경기도,530215,202001,과천
경기도,2617276,202001,광명
경기도,1649962,202001,광주
경기도,1294457,202001,구리
경기도,2275880,202001,군포
경기도,1993590,202001,김포
경기도,3456337,202001,남양주
경기도,454787,202001,동두천
경기도,6543478,202001,부천
경기도,8278498,202001,성남
경기도,7275056,202001,수원
경기도,2126266,202001,시흥
경기도,3531149,202001,안산
경기도,395266,202001,안성
경기도,4817998,202001,안양
경기도,1057365,202001,양주
경기도,241328,202001,양평
경기도,188280,202001,여주
경기도,83079,202001,연천
경기도,954901,202001,오산
경기도,5390385,202001,용인
경기도,929266,202001,의왕
경기도,3108732,202001,의정부
경기도,440922,202001,이천
경기도,1874290,202001,파주
경기도,1663982,202001,평택
경기도,404477,202001,포천
경기도,1294732,202001,하남
경기도,2682032,202001,화성
강원특별자치도,383989,202001,강릉
강원특별자치도,34101,202001,고성
강원특별자치도,105687,202001,동해
강원특별자치도,21314,202001,삼척
강원특별자치도,137883,202001,속초
강원특별자치도,10228,202001,양구
강원특별자치도,24963,202001,양양
강원특별자치도,14354,202001,영월
강원특별자치도,728051,202001,원주
강원특별자치도,18206,202001,인제
강원특별자치도,13972,202001,정선
강원특별자치도,23495,202001,철원
강원특별자치도,554698,202001,춘천
강원특별자치도,36903,202001,태백
강원특별자치도,11481,202001,평창
강원특별자치도,39992,202001,홍천
강원특별자치도,19793,202001,화천
강원특별자치도,29788,202001,횡성
충청북도,27903,202001,괴산
충청북도,32747,202001,단양
충청북도,27936,202001,보은
충청북도,54820,202001,옥천
충청북도,810,202001,음성
충청북도,145598,202001,제천
충청북도,82881,202001,증평
충청북도,92781,202001,진천
충청북도,2199499,202001,청주
충청북도,12,202001,충주
충청남도,67797,202001,계룡
충청남도,155770,202001,공주
충청남도,47031,202001,금산
충청남도,155284,202001,논산
충청남도,187626,202001,당진
충청남도,111515,202001,보령
충청남도,95418,202001,부여
충청남도,257458,202001,서산
충청남도,243397,202001,서천
충청남도,688886,202001,아산
충청남도,9338,202001,예산
충청남도,2079524,202001,천안
충청남도,9316,202001,청양
충청남도,51073,202001,태안
충청남도,7072,202001,홍성
전라북도,20259,202001,고창
전라북도,309853,202001,군산
전라북도,44699,202001,김제
전라북도,49551,202001,남원
전라북도,622,202001,무주
전라북도,23044,202001,부안
전라북도,20515,202001,순창
전라북도,135906,202001,완주
전라북도,479292,202001,익산
전라북도,10293,202001,임실
전라북도,136,202001,장수
전라북도,1549087,202001,전주
전라북도,59696,202001,정읍
전라북도,35057,202001,진안
전라남도,2792,202001,강진
전라남도,19789,202001,고흥
전라남도,3559,202001,곡성
전라남도,173897,202001,광양
전라남도,6399,202001,구례
전라남도,410053,202001,나주
전라남도,89036,202001,담양
전라남도,425125,202001,목포
전라남도,70597,202001,무안
전라남도,27355,202001,보성
전라남도,644045,202001,순천
전라남도,3871,202001,신안
전라남도,751332,202001,여수
전라남도,4558,202001,영광
전라남도,32888,202001,영암
전라남도,4380,202001,완도
전라남도,42854,202001,장성
전라남도,13,202001,장흥
전라남도,32912,202001,함평
전라남도,9863,202001,해남
전라남도,218360,202001,화순
경상북도,1035248,202001,경산
경상북도,460919,202001,경주
경상북도,30675,202001,고령
경상북도,639542,202001,구미
경상북도,14,202001,군위
경상북도,184708,202001,김천
경상북도,40380,202001,문경
경상북도,4572,202001,봉화
경상북도,27672,202001,상주
경상북도,16337,202001,성주
경상북도,284858,202001,안동
경상북도,5450,202001,영덕
경상북도,77200,202001,영주
경상북도,158633,202001,영천
경상북도,37274,202001,예천
경상북도,4284,202001,울릉
경상북도,17856,202001,울진
경상북도,13752,202001,의성
경상북도,11192,202001,청도
경상북도,103,202001,청송
경상북도,60061,202001,칠곡
경상북도,858774,202001,포항
경상남도,397138,202001,거제
경상남도,1834,202001,고성
경상남도,1571152,202001,김해
경상남도,1567,202001,남해
경상남도,68576,202001,밀양
경상남도,48902,202001,사천
경상남도,187,202001,산청
경상남도,1621392,202001,양산
경상남도,2406,202001,의령
경상남도,943772,202001,진주
경상남도,317,202001,창녕
경상남도,3193380,202001,창원
경상남도,344524,202001,통영
경상남도,900,202001,하동
경상남도,45620,202001,함안
경상남도,286,202001,합천
제주특별자치도,521828,202001,서귀포
제주특별자치도,1576615,202001,제주
광주광역시,3981898,202002,광주광역시
대구광역시,8844991,202002,대구광역시
대전광역시,5131308,202002,대전광역시
부산광역시,21985212,202002,부산광역시
서울특별시,93786209,202002,서울특별시
세종특별자치시,640025,202002,세종특별자치시
울산광역시,2822514,202002,울산광역시
인천광역시,16174596,202002,인천광역시
경기도,116455,202002,가평
경기도,5839379,202002,고양
경기도,424843,202002,과천
경기도,2200918,202002,광명
경기도,1383349,202002,광주
경기도,1083072,202002,구리
경기도,1902802,202002,군포
경기도,1613495,202002,김포
경기도,2866116,202002,남양주
경기도,361410,202002,동두천
경기도,5463899,202002,부천
경기도,6961585,202002,성남
경기도,5843120,202002,수원
경기도,1718504,202002,시흥
경기도,2922305,202002,안산
경기도,312939,202002,안성
경기도,4042708,202002,안양
경기도,885216,202002,양주
경기도,173111,202002,양평
경기도,146184,202002,여주
경기도,60831,202002,연천
경기도,756968,202002,오산
경기도,4380687,202002,용인
경기도,786797,202002,의왕
경기도,2669898,202002,의정부
경기도,345106,202002,이천
경기도,1541024,202002,파주
경기도,1282001,202002,평택
경기도,324739,202002,포천
경기도,1106857,202002,하남
경기도,2168593,202002,화성
강원특별자치도,293106,202002,강릉
강원특별자치도,27047,202002,고성
강원특별자치도,85795,202002,동해
강원특별자치도,17271,202002,삼척
강원특별자치도,107699,202002,속초
강원특별자치도,7879,202002,양구
