월,시도명,시군구,계
201801,서울,계,"3,118,469"
201801,부산,계,"1,337,098"
201801,대구,계,"1,159,779"
201801,인천,계,"1,518,259"
201801,광주,계,"650,988"
201801,대전,계,"661,136"
201801,울산,계,"550,794"
201801,세종,계,"131,423"
201801,세종,세종,"131,423"
201801,경기,계,"5,410,671"
201801,경기,가평군,"29,477"
201801,경기,고양시 덕양구,"161,657"
201801,경기,고양시 일산동구,"123,766"
201801,경기,고양시 일산서구,"111,441"
201801,경기,과천시,"21,145"
201801,경기,광명시,"107,739"
201801,경기,광주,"174,672"
201801,경기,구리시,"70,131"
201801,경기,군포시,"99,954"
201801,경기,김포시,"182,934"
201801,경기,남양주시,"267,069"
201801,경기,동두천시,"37,856"
201801,경기,부천시,"303,306"
201801,경기,성남시 분당구,"190,605"
201801,경기,성남시 수정구,"72,917"
201801,경기,성남시 중원구,"75,950"
201801,경기,수원,"173,131"
201801,경기,수원,"135,090"
201801,경기,수원,"109,715"
201801,경기,수원,"75,170"
201801,경기,시흥시,"204,564"
201801,경기,안산시 단원구,"154,222"
201801,경기,안산시 상록구,"143,586"
201801,경기,안성시,"98,148"
201801,경기,안양시 동안구,"123,391"
201801,경기,안양시 만안구,"87,853"
201801,경기,양주시,"95,308"
201801,경기,양평,"56,918"
201801,경기,여주시,"66,404"
201801,경기,연천군,"28,361"
201801,경기,오산시,"94,069"
201801,경기,용인시 기흥구,"180,581"
201801,경기,용인시 수지구,"132,173"
201801,경기,용인시 처인구,"118,509"
201801,경기,의왕시,"60,223"
201801,경기,의정부시,"150,080"
201801,경기,이천,"108,021"
201801,경기,파주,"198,353"
201801,경기,평택시,"244,900"
201801,경기,포천시,"90,464"
201801,경기,하남시,"95,090"
201801,경기,화성시,"355,728"
201801,강원,계,"747,942"
201801,강원,강릉,"104,868"
201801,강원,고성군,"13,831"
201801,강원,동해,"43,664"
201801,강원,삼척시,"31,133"
201801,강원,속초,"36,593"
201801,강원,양구군,"11,641"
201801,강원,양양군,"14,407"
201801,강원,영월,"20,497"
201801,강원,원주,"161,174"
201801,강원,인제,"17,336"
201801,강원,정선,"20,251"
201801,강원,철원,"23,247"
201801,강원,춘천,"128,303"
201801,강원,태백,"21,014"
201801,강원,평창군,"25,136"
201801,강원,홍천,"37,623"
201801,강원,화천군,"12,307"
201801,강원,횡성군,"24,917"
201801,충북,계,"789,964"
201801,충북,괴산군,"21,490"
201801,충북,단양군,"15,894"
201801,충북,보은,"18,108"
201801,충북,영동군,"24,663"
201801,충북,옥천군,"26,376"
201801,충북,음성군,"56,901"
201801,충북,제천,"67,186"
201801,충북,증평군,"18,714"
201801,충북,진천군,"42,015"
201801,충북,청원군,22
201801,충북,청주,"77,590"
201801,충북,청주,"97,504"
201801,충북,청주,"99,248"
201801,충북,청주,"119,806"
201801,충북,충주,"104,447"
201801,충남,계,"1,061,517"
201801,충남,계룡시,"21,321"
201801,충남,공주시,"53,583"
201801,충남,금산,"29,472"
201801,충남,논산시,"60,653"
201801,충남,당진시,"91,501"
201801,충남,보령,"50,829"
201801,충남,부여,"34,383"
201801,충남,서산,"88,831"
201801,충남,서천군,"27,450"
201801,충남,아산시,"157,520"
201801,충남,예산군,"42,113"
201801,충남,천안,"124,852"
201801,충남,천안,"178,062"
201801,충남,청양군,"17,178"
201801,충남,태안군,"32,703"
201801,충남,홍성,"51,066"
201801,전북,계,"894,354"
201801,전북,고창,"30,025"
201801,전북,군산,"130,535"
201801,전북,김제시,"45,094"
201801,전북,남원,"42,419"
201801,전북,무주군,"12,474"
201801,전북,부안,"27,371"
201801,전북,순창,"14,174"
201801,전북,완주군,"53,007"
201801,전북,익산시,"139,462"
201801,전북,임실,"14,558"
201801,전북,장수,"11,739"
201801,전북,전주,"151,768"
201801,전북,전주,"153,263"
201801,전북,정읍,"54,905"
201801,전북,진안군,"13,560"
201801,전남,계,"997,919"
201801,전남,강진,"18,891"
201801,전남,고흥,"30,153"
201801,전남,곡성군,"14,954"
201801,전남,광양,"81,922"
201801,전남,구례군,"13,321"
201801,전남,나주시,"59,401"
201801,전남,담양군,"26,592"
201801,전남,목포,"98,212"
201801,전남,무안군,"41,603"
201801,전남,보성,"89,342"
201801,전남,순천,"131,979"
201801,전남,신안군,"20,590"
201801,전남,여수,"128,847"
201801,전남,영광,"26,744"
201801,전남,영암군,"41,806"
201801,전남,완도,"24,159"
201801,전남,장성군,"25,525"
201801,전남,장흥,"19,669"
201801,전남,진도군,"16,037"
201801,전남,함평군,"17,631"
201801,전남,해남,"37,774"
201801,전남,화순군,"32,767"
201801,경북,계,"1,395,844"
201801,경북,경산시,"132,913"
201801,경북,경주,"138,465"
201801,경북,고령군,"20,716"
201801,경북,구미,"208,378"
201801,경북,군위군,"14,336"
201801,경북,김천시,"71,334"
201801,경북,문경,"35,212"
201801,경북,봉화,"17,064"
201801,경북,상주,"52,168"
201801,경북,성주군,"30,579"
201801,경북,안동,"81,685"
201801,경북,영덕,"18,658"
201801,경북,영양군,"9,203"
201801,경북,영주,"55,391"
201801,경북,영천,"57,957"
201801,경북,예천군,"25,269"
201801,경북,울릉군,"5,447"
201801,경북,울진,"25,473"
201801,경북,의성,"29,699"
201801,경북,청도군,"24,127"
201801,경북,청송군,"14,789"
201801,경북,칠곡군,"69,029"
201801,경북,포항,"126,701"
201801,경북,포항,"131,251"
201801,경남,계,"1,671,341"
201801,경남,거제,"105,290"
201801,경남,거창,"30,874"
201801,경남,고성군,"26,363"
201801,경남,김해,"258,343"
201801,경남,남해,"19,117"
201801,경남,밀양,"57,243"
201801,경남,사천시,"54,809"
201801,경남,산청,"19,719"
201801,경남,양산,"159,085"
201801,경남,의령,"14,286"
201801,경남,진주,"160,503"
201801,경남,창녕군,"34,854"
201801,경남,창원,"102,091"
201801,경남,창원,"101,150"
201801,경남,창원,"140,497"
201801,경남,창원,"131,836"
201801,경남,창원,"84,731"
201801,경남,통영,"53,210"
201801,경남,하동군,"24,321"
201801,경남,함안군,"51,188"
201801,경남,함양,"18,955"
201801,경남,합천,"22,876"
201801,제주,계,"504,384"
201801,제주,서귀포시,"100,018"
201801,제주,제주,"404,366"
201802,서울,계,"3,118,125"
201802,부산,계,"1,339,684"
201802,대구,계,"1,161,086"
201802,인천,계,"1,523,039"
201802,광주,계,"651,797"
201802,대전,계,"661,224"
201802,울산,계,"551,530"
201802,세종,계,"133,429"
201802,세종,세종,"133,429"
201802,경기,계,"5,419,963"
201802,경기,가평군,"29,515"
201802,경기,고양시 덕양구,"161,859"
201802,경기,고양시 일산동구,"123,819"
201802,경기,고양시 일산서구,"111,388"
201802,경기,과천시,"21,148"
201802,경기,광명시,"107,401"
201802,경기,광주,"174,890"
201802,경기,구리시,"70,225"
201802,경기,군포시,"99,838"
201802,경기,김포시,"183,782"
201802,경기,남양주시,"267,701"
201802,경기,동두천시,"37,736"
201802,경기,부천시,"303,143"
201802,경기,성남시 분당구,"190,572"
201802,경기,성남시 수정구,"72,906"
201802,경기,성남시 중원구,"75,817"
201802,경기,수원,"174,073"
201802,경기,수원,"135,227"
201802,경기,수원,"109,667"
201802,경기,수원,"74,911"
201802,경기,시흥시,"206,073"
201802,경기,안산시 단원구,"153,606"
201802,경기,안산시 상록구,"142,609"
201802,경기,안성시,"98,196"
201802,경기,안양시 동안구,"123,139"
201802,경기,안양시 만안구,"87,759"
201802,경기,양주시,"95,480"
201802,경기,양평,"57,067"
201802,경기,여주시,"66,208"
201802,경기,연천군,"28,370"
201802,경기,오산시,"94,742"
201802,경기,용인시 기흥구,"180,606"
201802,경기,용인시 수지구,"132,348"
201802,경기,용인시 처인구,"118,790"
201802,경기,의왕시,"60,112"
201802,경기,의정부시,"150,221"
201802,경기,이천,"108,103"
201802,경기,파주,"198,582"
201802,경기,평택시,"245,560"
201802,경기,포천시,"90,155"
201802,경기,하남시,"95,921"
201802,경기,화성시,"360,698"
201802,강원,계,"749,073"
201802,강원,강릉,"104,977"
201802,강원,고성군,"13,809"
201802,강원,동해,"43,654"
201802,강원,삼척시,"31,243"
201802,강원,속초,"36,620"
201802,강원,양구군,"11,606"
201802,강원,양양군,"14,460"
201802,강원,영월,"20,522"
201802,강원,원주,"161,517"
201802,강원,인제,"17,324"
201802,강원,정선,"20,289"
201802,강원,철원,"23,324"
201802,강원,춘천,"128,615"
201802,강원,태백,"20,968"
201802,강원,평창군,"25,176"
201802,강원,홍천,"37,683"
201802,강원,화천군,"12,294"
201802,강원,횡성군,"24,992"
201802,충북,계,"791,382"
201802,충북,괴산군,"21,498"
201802,충북,단양군,"15,914"
201802,충북,보은,"18,180"
201802,충북,영동군,"24,757"
201802,충북,옥천군,"26,424"
201802,충북,음성군,"57,016"
201802,충북,제천,"67,108"
201802,충북,증평군,"18,728"
201802,충북,진천군,"42,292"
201802,충북,청원군,22
201802,충북,청주,"77,726"
201802,충북,청주,"97,602"
201802,충북,청주,"99,303"
201802,충북,청주,"120,127"
201802,충북,충주,"104,685"
201802,충남,계,"1,064,780"
201802,충남,계룡시,"21,376"
201802,충남,공주시,"53,649"
201802,충남,금산,"29,551"
201802,충남,논산시,"60,725"
201802,충남,당진시,"91,859"
201802,충남,보령,"50,943"
201802,충남,부여,"34,438"
201802,충남,서산,"89,071"
201802,충남,서천군,"27,460"
201802,충남,아산시,"157,874"
201802,충남,예산군,"42,314"
201802,충남,천안,"124,865"
201802,충남,천안,"179,539"
201802,충남,청양군,"17,200"
201802,충남,태안군,"32,770"
201802,충남,홍성,"51,146"
201802,전북,계,"895,677"
201802,전북,고창,"29,883"
201802,전북,군산,"130,606"
201802,전북,김제시,"45,078"
201802,전북,남원,"42,434"
201802,전북,무주군,"12,514"
201802,전북,부안,"27,374"
201802,전북,순창,"14,200"
201802,전북,완주군,"52,924"
201802,전북,익산시,"139,497"
201802,전북,임실,"14,497"
201802,전북,장수,"11,801"
201802,전북,전주,"153,101"
201802,전북,전주,"153,319"
201802,전북,정읍,"54,861"
201802,전북,진안군,"13,588"
201802,전남,계,"999,511"
201802,전남,강진,"18,931"
201802,전남,고흥,"30,202"
201802,전남,곡성군,"14,991"
201802,전남,광양,"81,790"
201802,전남,구례군,"13,285"
201802,전남,나주시,"59,694"
201802,전남,담양군,"26,652"
201802,전남,목포,"98,205"
201802,전남,무안군,"41,553"
201802,전남,보성,"90,660"
201802,전남,순천,"132,352"
201802,전남,신안군,"20,590"
201802,전남,여수,"128,983"
201802,전남,영광,"26,673"
201802,전남,영암군,"41,161"
201802,전남,완도,"24,211"
201802,전남,장성군,"25,687"
201802,전남,장흥,"19,639"
201802,전남,진도군,"16,037"
201802,전남,함평군,"17,666"
201802,전남,해남,"37,739"
201802,전남,화순군,"32,810"
201802,경북,계,"1,397,213"
201802,경북,경산시,"132,759"
201802,경북,경주,"138,516"
201802,경북,고령군,"20,706"
201802,경북,구미,"208,961"
201802,경북,군위군,"14,350"
201802,경북,김천시,"71,412"
201802,경북,문경,"35,216"
201802,경북,봉화,"17,062"
201802,경북,상주,"52,214"
201802,경북,성주군,"30,506"
201802,경북,안동,"81,547"
201802,경북,영덕,"18,724"
201802,경북,영양군,"9,196"
201802,경북,영주,"55,442"
201802,경북,영천,"58,037"
201802,경북,예천군,"25,730"
201802,경북,울릉군,"5,490"
201802,경북,울진,"25,502"
201802,경북,의성,"29,669"
201802,경북,청도군,"24,264"
201802,경북,청송군,"14,859"
201802,경북,칠곡군,"69,005"
201802,경북,포항,"126,631"
201802,경북,포항,"131,415"
201802,경남,계,"1,673,382"
201802,경남,거제,"105,111"
201802,경남,거창,"30,987"
201802,경남,고성군,"26,386"
201802,경남,김해,"258,829"
201802,경남,남해,"19,175"
201802,경남,밀양,"57,240"
201802,경남,사천시,"54,814"
201802,경남,산청,"19,738"
201802,경남,양산,"159,645"
201802,경남,의령,"14,337"
201802,경남,진주,"160,837"
201802,경남,창녕군,"35,019"
201802,경남,창원,"102,297"
201802,경남,창원,"100,892"
201802,경남,창원,"140,422"
201802,경남,창원,"132,074"
201802,경남,창원,"84,990"
201802,경남,통영,"53,306"
201802,경남,하동군,"24,328"
201802,경남,함안군,"51,043"
201802,경남,함양,"18,998"
201802,경남,합천,"22,914"
201802,제주,계,"507,722"
201802,제주,서귀포시,"100,461"
201802,제주,제주,"407,261"
201803,서울,계,"3,116,691"
201803,부산,계,"1,342,367"
201803,대구,계,"1,163,153"
201803,인천,계,"1,527,657"
201803,광주,계,"652,723"
201803,대전,계,"661,833"
201803,울산,계,"552,619"
201803,세종,계,"135,320"
201803,세종,세종,"135,320"
201803,경기,계,"5,438,855"
201803,경기,가평군,"29,628"
201803,경기,고양시 덕양구,"162,345"
201803,경기,고양시 일산동구,"123,453"
201803,경기,고양시 일산서구,"112,020"
201803,경기,과천시,"21,128"
201803,경기,광명시,"107,730"
201803,경기,광주,"175,582"
201803,경기,구리시,"70,241"
201803,경기,군포시,"99,829"
201803,경기,김포시,"185,878"
201803,경기,남양주시,"269,229"
201803,경기,동두천시,"37,787"
201803,경기,부천시,"303,464"
201803,경기,성남시 분당구,"190,769"
201803,경기,성남시 수정구,"72,994"
201803,경기,성남시 중원구,"75,755"
201803,경기,수원,"175,301"
201803,경기,수원,"135,411"
201803,경기,수원,"109,195"
201803,경기,수원,"74,284"
201803,경기,시흥시,"207,999"
201803,경기,안산시 단원구,"153,071"
201803,경기,안산시 상록구,"142,119"
201803,경기,안성시,"98,668"
201803,경기,안양시 동안구,"123,033"
201803,경기,안양시 만안구,"87,801"
201803,경기,양주시,"95,884"
201803,경기,양평,"57,386"
201803,경기,여주시,"66,419"
201803,경기,연천군,"28,404"
201803,경기,오산시,"95,357"
201803,경기,용인시 기흥구,"180,916"
201803,경기,용인시 수지구,"132,707"
201803,경기,용인시 처인구,"119,278"
201803,경기,의왕시,"60,035"
201803,경기,의정부시,"150,532"
201803,경기,이천,"108,429"
201803,경기,파주,"199,399"
201803,경기,평택시,"246,940"
201803,경기,포천시,"90,088"
201803,경기,하남시,"96,733"
201803,경기,화성시,"365,634"
201803,강원,계,"751,024"
201803,강원,강릉,"105,244"
201803,강원,고성군,"13,792"
201803,강원,동해,"43,635"
201803,강원,삼척시,"31,336"
201803,강원,속초,"36,674"
201803,강원,양구군,"11,682"
201803,강원,양양군,"14,482"
201803,강원,영월,"20,509"
201803,강원,원주,"162,014"
201803,강원,인제,"17,329"
201803,강원,정선,"20,355"
201803,강원,철원,"23,389"
201803,강원,춘천,"129,063"
201803,강원,태백,"21,026"
201803,강원,평창군,"25,213"
201803,강원,홍천,"37,838"
201803,강원,화천군,"12,335"
201803,강원,횡성군,"25,108"
201803,충북,계,"793,745"
201803,충북,괴산군,"21,568"
201803,충북,단양군,"15,992"
201803,충북,보은,"18,203"
201803,충북,영동군,"24,786"
201803,충북,옥천군,"26,498"
201803,충북,음성군,"57,043"
201803,충북,제천,"67,254"
201803,충북,증평군,"18,781"
201803,충북,진천군,"42,644"
201803,충북,청원군,22
201803,충북,청주,"78,095"
201803,충북,청주,"97,595"
201803,충북,청주,"99,799"
201803,충북,청주,"120,301"
201803,충북,충주,"105,164"
201803,충남,계,"1,068,551"
201803,충남,계룡시,"21,401"
201803,충남,공주시,"53,714"
201803,충남,금산,"29,577"
201803,충남,논산시,"60,878"
201803,충남,당진시,"92,318"
201803,충남,보령,"51,075"
201803,충남,부여,"34,515"
201803,충남,서산,"89,460"
201803,충남,서천군,"27,470"
201803,충남,아산시,"158,341"
201803,충남,예산군,"42,446"
201803,충남,천안,"125,346"
201803,충남,천안,"180,667"
201803,충남,청양군,"17,242"
201803,충남,태안군,"32,792"
201803,충남,홍성,"51,309"
201803,전북,계,"897,069"
201803,전북,고창,"29,878"
201803,전북,군산,"130,913"
201803,전북,김제시,"45,177"
201803,전북,남원,"42,379"
201803,전북,무주군,"12,560"
201803,전북,부안,"27,386"
201803,전북,순창,"14,240"
201803,전북,완주군,"52,843"
201803,전북,익산시,"139,664"
201803,전북,임실,"14,479"
201803,전북,장수,"11,820"
201803,전북,전주,"154,407"
201803,전북,전주,"152,797"
201803,전북,정읍,"54,888"
201803,전북,진안군,"13,638"
201803,전남,계,"1,003,271"
201803,전남,강진,"18,889"
201803,전남,고흥,"30,322"
201803,전남,곡성군,"15,032"
201803,전남,광양,"81,942"
201803,전남,구례군,"13,350"
201803,전남,나주시,"60,115"
201803,전남,담양군,"26,732"
201803,전남,목포,"98,325"
201803,전남,무안군,"41,647"
201803,전남,보성,"89,926"
201803,전남,순천,"132,746"
201803,전남,신안군,"20,664"
201803,전남,여수,"129,255"
201803,전남,영광,"26,781"
201803,전남,영암군,"43,266"
201803,전남,완도,"24,286"
201803,전남,장성군,"25,797"
201803,전남,장흥,"19,718"
201803,전남,진도군,"16,080"
201803,전남,함평군,"17,705"
201803,전남,해남,"37,812"
201803,전남,화순군,"32,881"
201803,경북,계,"1,399,597"
201803,경북,경산시,"132,884"
201803,경북,경주,"138,779"
201803,경북,고령군,"20,737"
201803,경북,구미,"209,539"
201803,경북,군위군,"14,442"
201803,경북,김천시,"71,513"
201803,경북,문경,"35,276"
201803,경북,봉화,"17,173"
201803,경북,상주,"52,225"
201803,경북,성주군,"30,523"
201803,경북,안동,"81,515"
201803,경북,영덕,"18,745"
201803,경북,영양군,"9,248"
201803,경북,영주,"55,555"
201803,경북,영천,"58,102"
201803,경북,예천군,"26,046"
201803,경북,울릉군,"5,497"
201803,경북,울진,"25,485"
201803,경북,의성,"29,752"
201803,경북,청도군,"24,306"
201803,경북,청송군,"14,893"
201803,경북,칠곡군,"69,074"
201803,경북,포항,"126,616"
201803,경북,포항,"131,672"
201803,경남,계,"1,677,137"
201803,경남,거제,"104,943"
201803,경남,거창,"31,094"
201803,경남,고성군,"26,380"
201803,경남,김해,"259,402"
201803,경남,남해,"19,185"
201803,경남,밀양,"57,316"
201803,경남,사천시,"54,946"
201803,경남,산청,"19,788"
201803,경남,양산,"160,687"
201803,경남,의령,"14,363"
201803,경남,진주,"161,309"
201803,경남,창녕군,"35,172"
201803,경남,창원,"102,588"
201803,경남,창원,"100,531"
201803,경남,창원,"140,275"
201803,경남,창원,"132,713"
201803,경남,창원,"85,523"
201803,경남,통영,"53,373"
201803,경남,하동군,"24,368"
201803,경남,함안군,"51,145"
201803,경남,함양,"19,046"
201803,경남,합천,"22,990"
201803,제주,계,"512,190"
201803,제주,서귀포시,"100,920"
201803,제주,제주,"411,270"
201804,서울,계,"3,119,463"
201804,부산,계,"1,346,249"
201804,대구,계,"1,164,220"
201804,인천,계,"1,532,983"
201804,광주,계,"653,909"
201804,대전,계,"662,962"
201804,울산,계,"553,893"
201804,세종,계,"137,317"
201804,세종,세종,"137,317"
201804,경기,계,"5,460,515"
201804,경기,가평군,"29,727"
201804,경기,고양시 덕양구,"162,995"
201804,경기,고양시 일산동구,"123,663"
201804,경기,고양시 일산서구,"112,159"
201804,경기,과천시,"21,132"
201804,경기,광명시,"108,118"
201804,경기,광주,"176,677"
201804,경기,구리시,"70,519"
201804,경기,군포시,"100,019"
201804,경기,김포시,"187,365"
201804,경기,남양주시,"270,592"
201804,경기,동두천시,"37,910"
201804,경기,부천시,"304,376"
201804,경기,성남시 분당구,"190,775"
201804,경기,성남시 수정구,"73,171"
201804,경기,성남시 중원구,"75,767"
201804,경기,수원,"176,837"
201804,경기,수원,"135,816"
201804,경기,수원,"109,399"
201804,경기,수원,"73,906"
201804,경기,시흥시,"209,530"
201804,경기,안산시 단원구,"153,114"
201804,경기,안산시 상록구,"142,238"
201804,경기,안성시,"99,164"
201804,경기,안양시 동안구,"123,124"
201804,경기,안양시 만안구,"87,983"
201804,경기,양주시,"96,141"
201804,경기,양평,"57,590"
201804,경기,여주시,"66,705"
201804,경기,연천군,"28,507"
201804,경기,오산시,"96,123"
201804,경기,용인시 기흥구,"181,352"
201804,경기,용인시 수지구,"133,091"
201804,경기,용인시 처인구,"119,670"
201804,경기,의왕시,"60,078"
201804,경기,의정부시,"151,049"
201804,경기,이천,"109,004"
201804,경기,파주,"200,043"
201804,경기,평택시,"248,201"
201804,경기,포천시,"90,061"
201804,경기,하남시,"97,358"
201804,경기,화성시,"369,466"
201804,강원,계,"753,084"
201804,강원,강릉,"105,710"
201804,강원,고성군,"13,817"
201804,강원,동해,"43,681"
201804,강원,삼척시,"31,559"
201804,강원,속초,"36,728"
201804,강원,양구군,"11,737"
201804,강원,양양군,"14,541"
201804,강원,영월,"20,549"
201804,강원,원주,"162,563"
201804,강원,인제,"17,389"
201804,강원,정선,"20,374"
201804,강원,철원,"23,470"
201804,강원,춘천,"129,189"
201804,강원,태백,"21,028"
201804,강원,평창군,"25,296"
201804,강원,홍천,"37,805"
201804,강원,화천군,"12,415"
201804,강원,횡성군,"25,233"
201804,충북,계,"796,754"
201804,충북,괴산군,"21,631"
201804,충북,단양군,"16,110"
201804,충북,보은,"18,266"
201804,충북,영동군,"24,843"
201804,충북,옥천군,"26,602"
201804,충북,음성군,"57,126"
201804,충북,제천,"67,483"
201804,충북,증평군,"18,844"
201804,충북,진천군,"43,071"
201804,충북,청원군,22
201804,충북,청주,"78,323"
201804,충북,청주,"97,693"
201804,충북,청주,"100,395"
201804,충북,청주,"120,698"
201804,충북,충주,"105,647"
201804,충남,계,"1,071,630"
201804,충남,계룡시,"21,397"
201804,충남,공주시,"53,817"
201804,충남,금산,"29,468"
201804,충남,논산시,"60,951"
201804,충남,당진시,"92,531"
201804,충남,보령,"51,076"
201804,충남,부여,"34,542"
201804,충남,서산,"89,823"
201804,충남,서천군,"27,502"
201804,충남,아산시,"158,883"
201804,충남,예산군,"42,559"
201804,충남,천안,"125,776"
201804,충남,천안,"181,604"
201804,충남,청양군,"17,276"
201804,충남,태안군,"32,988"
201804,충남,홍성,"51,437"
201804,전북,계,"899,846"
201804,전북,고창,"29,987"
201804,전북,군산,"131,138"
201804,전북,김제시,"45,332"
201804,전북,남원,"42,764"
201804,전북,무주군,"12,579"
201804,전북,부안,"27,505"
201804,전북,순창,"14,290"
201804,전북,완주군,"52,879"
201804,전북,익산시,"139,843"
201804,전북,임실,"14,520"
201804,전북,장수,"11,878"
201804,전북,전주,"155,581"
201804,전북,전주,"152,771"
201804,전북,정읍,"55,109"
201804,전북,진안군,"13,670"
201804,전남,계,"1,006,728"
201804,전남,강진,"18,968"
201804,전남,고흥,"30,445"
201804,전남,곡성군,"15,094"
201804,전남,광양,"82,192"
201804,전남,구례군,"13,378"
201804,전남,나주시,"60,449"
201804,전남,담양군,"26,812"
201804,전남,목포,"98,564"
201804,전남,무안군,"41,744"
201804,전남,보성,"90,753"
201804,전남,순천,"133,184"
201804,전남,신안군,"20,786"
201804,전남,여수,"129,447"
201804,전남,영광,"26,820"
201804,전남,영암군,"43,285"
201804,전남,완도,"24,365"
201804,전남,장성군,"25,917"
201804,전남,장흥,"19,802"
201804,전남,진도군,"16,112"
201804,전남,함평군,"17,781"
201804,전남,해남,"37,882"
201804,전남,화순군,"32,948"
201804,경북,계,"1,402,773"
201804,경북,경산시,"133,182"
201804,경북,경주,"138,964"
201804,경북,고령군,"20,757"
201804,경북,구미,"209,955"
201804,경북,군위군,"14,539"
201804,경북,김천시,"71,761"
201804,경북,문경,"35,370"
201804,경북,봉화,"17,273"
201804,경북,상주,"52,323"
201804,경북,성주군,"30,588"
201804,경북,안동,"81,671"
201804,경북,영덕,"18,804"
201804,경북,영양군,"9,295"
201804,경북,영주,"55,598"
201804,경북,영천,"58,291"
201804,경북,예천군,"26,261"
201804,경북,울릉군,"5,574"
201804,경북,울진,"25,515"
201804,경북,의성,"29,885"
201804,경북,청도군,"24,371"
201804,경북,청송군,"14,909"
201804,경북,칠곡군,"69,174"
201804,경북,포항,"126,453"
201804,경북,포항,"132,260"
201804,경남,계,"1,679,469"
201804,경남,거제,"104,873"
201804,경남,거창,"31,214"
201804,경남,고성군,"26,455"
201804,경남,김해,"259,851"
201804,경남,남해,"19,264"
201804,경남,밀양,"57,383"
201804,경남,사천시,"55,075"
201804,경남,산청,"19,895"
201804,경남,양산,"161,429"
201804,경남,의령,"14,465"
201804,경남,진주,"161,540"
201804,경남,창녕군,"35,306"
201804,경남,창원,"102,590"
201804,경남,창원,"100,166"
201804,경남,창원,"139,823"
201804,경남,창원,"133,172"
201804,경남,창원,"85,829"
201804,경남,통영,"53,414"
201804,경남,하동군,"24,359"
201804,경남,함안군,"51,209"
201804,경남,함양,"19,118"
201804,경남,합천,"23,039"
201804,제주,계,"516,779"
201804,제주,서귀포시,"101,123"
201804,제주,제주,"415,656"
201805,서울,계,"3,119,696"
201805,부산,계,"1,349,658"
201805,대구,계,"1,165,890"
201805,인천,계,"1,537,591"
201805,광주,계,"654,938"
201805,대전,계,"663,517"
201805,울산,계,"554,810"
201805,세종,계,"138,870"
201805,세종,세종,"138,870"
201805,경기,계,"5,481,236"
201805,경기,가평군,"29,884"
201805,경기,고양시 덕양구,"163,738"
201805,경기,고양시 일산동구,"123,776"
201805,경기,고양시 일산서구,"112,247"
201805,경기,과천시,"21,127"
201805,경기,광명시,"108,371"
201805,경기,광주,"177,731"
201805,경기,구리시,"70,892"
201805,경기,군포시,"100,059"
201805,경기,김포시,"189,008"
201805,경기,남양주시,"271,971"
201805,경기,동두천시,"38,095"
201805,경기,부천시,"305,026"
201805,경기,성남시 분당구,"190,913"
201805,경기,성남시 수정구,"73,166"
201805,경기,성남시 중원구,"75,777"
201805,경기,수원,"178,281"
201805,경기,수원,"136,204"
201805,경기,수원,"109,411"
201805,경기,수원,"73,722"
201805,경기,시흥시,"210,809"
201805,경기,안산시 단원구,"153,419"
201805,경기,안산시 상록구,"142,032"
201805,경기,안성시,"99,053"
201805,경기,안양시 동안구,"123,398"
201805,경기,안양시 만안구,"88,158"
201805,경기,양주시,"96,373"
201805,경기,양평,"57,776"
201805,경기,여주시,"66,732"
201805,경기,연천군,"28,488"
201805,경기,오산시,"97,007"
201805,경기,용인시 기흥구,"181,697"
201805,경기,용인시 수지구,"133,490"
201805,경기,용인시 처인구,"120,486"
201805,경기,의왕시,"59,967"
201805,경기,의정부시,"151,420"
201805,경기,이천,"109,416"
201805,경기,파주,"200,771"
201805,경기,평택시,"249,451"
201805,경기,포천시,"91,252"
201805,경기,하남시,"98,047"
201805,경기,화성시,"372,595"
201805,강원,계,"754,887"
201805,강원,강릉,"105,976"
201805,강원,고성군,"13,863"
201805,강원,동해,"43,796"
201805,강원,삼척시,"31,678"
201805,강원,속초,"36,839"
201805,강원,양구군,"11,776"
201805,강원,양양군,"14,603"
201805,강원,영월,"20,589"
201805,강원,원주,"162,924"
201805,강원,인제,"17,441"
201805,강원,정선,"20,406"
201805,강원,철원,"23,552"
201805,강원,춘천,"129,262"
201805,강원,태백,"21,035"
201805,강원,평창군,"25,380"
201805,강원,홍천,"37,998"
201805,강원,화천군,"12,494"
201805,강원,횡성군,"25,275"
201805,충북,계,"799,311"
201805,충북,괴산군,"21,676"
201805,충북,단양군,"16,216"
201805,충북,보은,"18,337"
201805,충북,영동군,"24,910"
201805,충북,옥천군,"26,651"
201805,충북,음성군,"57,229"
201805,충북,제천,"67,686"
201805,충북,증평군,"18,913"
201805,충북,진천군,"43,367"
201805,충북,청원군,22
201805,충북,청주,"78,514"
201805,충북,청주,"97,927"
201805,충북,청주,"100,832"
201805,충북,청주,"121,070"
201805,충북,충주,"105,961"
201805,충남,계,"1,074,458"
201805,충남,계룡시,"21,471"
201805,충남,공주시,"53,824"
201805,충남,금산,"29,397"
201805,충남,논산시,"61,145"
201805,충남,당진시,"92,708"
201805,충남,보령,"51,168"
201805,충남,부여,"34,638"
201805,충남,서산,"90,208"
201805,충남,서천군,"27,555"
201805,충남,아산시,"159,178"
201805,충남,예산군,"42,656"
201805,충남,천안,"126,041"
201805,충남,천안,"182,565"
201805,충남,청양군,"17,379"
201805,충남,태안군,"33,063"
