큰_도시,작은_도시,공원명,공원구분,소재지지번주소,위도,경도,공원면적
서울특별시,서울특별시,남문,어린이공원,서울특별시 금천구 독산동 160-6,37.472321,126.900396,883.6
서울특별시,서울특별시,구룡,어린이공원,서울특별시 금천구 독산동 964,37.477891,126.9027669,934.9
서울특별시,서울특별시,반수,어린이공원,서울특별시 금천구 독산동 980-44,37.4740151,126.902233,990.6
서울특별시,서울특별시,한사랑,어린이공원,서울특별시 금천구 독산동 925-2,37.467716,126.904573,585.9
서울특별시,서울특별시,쌈지,어린이공원,서울특별시 금천구 독산동 189-1,37.47090493,126.9039831,982.8
서울특별시,서울특별시,소망,어린이공원,서울특별시 금천구 독산동 196-8,37.46936829,126.9016706,998
서울특별시,서울특별시,남서울,어린이공원,서울특별시 금천구 시흥동 986-2,37.448336,126.902123,1155.7
서울특별시,서울특별시,새재미,어린이공원,서울특별시 금천구 시흥동 855,37.45884579,126.904239,1185.2
서울특별시,서울특별시,해태,어린이공원,서울특별시 금천구 시흥동 871-24,37.457773,126.901866,962.6
서울특별시,서울특별시,부장천,어린이공원,서울특별시 금천구 시흥동 893,37.45266794,126.9044062,944
서울특별시,서울특별시,풍림,어린이공원,서울특별시 금천구 시흥동 1026-3,37.44783408,126.9017969,2195
서울특별시,서울특별시,중앙,어린이공원,서울특별시 금천구 시흥동 1027-2,37.44641126,126.9016027,1515
서울특별시,서울특별시,꾸러기,어린이공원,서울특별시 금천구 시흥동 943-16,37.44316993,126.905877,359.4
서울특별시,서울특별시,비둘기,어린이공원,서울특별시 금천구 시흥동 947-4,37.441597,126.906264,985.2
서울특별시,서울특별시,까치,어린이공원,서울특별시 금천구 시흥동 959-2,37.439645,126.904994,925.3
서울특별시,서울특별시,진달래,어린이공원,서울특별시 금천구 시흥동 970-3,37.434878,126.904883,992.2
서울특별시,서울특별시,단군,어린이공원,서울특별시 금천구 시흥동 169-21,37.45569721,126.9086585,250
서울특별시,서울특별시,신기,어린이공원,서울특별시 양천구 신정3동 1260,37.514092,126.854244,1534
서울특별시,서울특별시,계남,근린공원,"서울특별시 양천구 신정3동 521, 621일대",37.513745,126.844816,440173
서울특별시,서울특별시,푸른,어린이공원,서울특별시 양천구 신정3동 1283-1,37.511603,126.837445,2574.9
서울특별시,서울특별시,신이,어린이공원,서울특별시 양천구 신정3동 1284-1,37.512521,126.837529,1510.3
서울특별시,서울특별시,넘은들,근린공원,서울특별시 양천구 신정3동 1286,37.512951,126.840441,16159.6
서울특별시,서울특별시,하늘마루,어린이공원,서울특별시 양천구 신정3동 1316-2,37.512571,126.831703,1500
서울특별시,서울특별시,연의,근린공원,서울특별시 양천구 신정3동 1320-9외 6필지,37.514067,126.830401,37520
서울특별시,서울특별시,숲속,어린이공원,서울특별시 양천구 신정3동 1322-10,37.514551,126.830941,1500
서울특별시,서울특별시,넓은들,어린이공원,서울특별시 양천구 신정3동 767,37.511317,126.839385,3288
서울특별시,서울특별시,신정3동소공원,소공원,서울특별시 양천구 신정3동 831,37.50612432,126.8339302,3353
서울특별시,서울특별시,동개울,어린이공원,서울특별시 양천구 신정4동 876-1,37.527916,126.856519,991.2
서울특별시,서울특별시,오구,어린이공원,서울특별시 양천구 신정4동 888-1,37.527272,126.861874,738.4
서울특별시,서울특별시,홍익,어린이공원,서울특별시 양천구 신정4동 896-22,37.528547,126.862274,990.8
서울특별시,서울특별시,앞산,어린이공원,서울특별시 양천구 신정4동 910-9,37.526441,126.858307,1050.5
서울특별시,서울특별시,진주,어린이공원,서울특별시 양천구 신정4동 920-3,37.526494,126.855036,940.5
서울특별시,서울특별시,음골,어린이공원,서울특별시 양천구 신정4동 936-13,37.527336,126.851231,995.4
서울특별시,서울특별시,안산,어린이공원,서울특별시 양천구 신정4동 949-4,37.524593,126.856172,992.1
서울특별시,서울특별시,새뚝,어린이공원,서울특별시 양천구 신정4동 955-1,37.524029,126.857728,961.3
서울특별시,서울특별시,은행정,어린이공원,서울특별시 양천구 신정4동 975-30,37.522027,126.855022,1062.2
서울특별시,서울특별시,아랫말,어린이공원,서울특별시 양천구 신정4동 990-1,37.525063,126.861828,947.7
서울특별시,서울특별시,양천,근린공원,서울특별시 양천구 신정6동 320,37.518124,126.867861,33797.9
서울특별시,서울특별시,꿈동산,어린이공원,서울특별시 양천구 신정6동 314-1,37.521912,126.867457,3730.1
서울특별시,서울특별시,다람쥐,어린이공원,서울특별시 양천구 신정6동 327-1,37.513482,126.866021,2265.5
서울특별시,서울특별시,까치,어린이공원,서울특별시 양천구 신정6동 328-1,37.514958,126.868243,2149.8
서울특별시,서울특별시,꿈나래,어린이공원,서울특별시 양천구 신정6동 329-2,37.516283,126.869774,2433.9
서울특별시,서울특별시,기린,어린이공원,서울특별시 양천구 신정6동 330-1,37.516283,126.869774,2029.7
서울특별시,서울특별시,사슴,어린이공원,서울특별시 양천구 신정6동 332-1,37.515672,126.873427,2511.3
서울특별시,서울특별시,갈산,근린공원,서울특별시 양천구 신정7동 162-56,37.508129,126.869032,139576
서울특별시,서울특별시,햇빛,어린이공원,서울특별시 강서구 내발산동 384-2,37.555822,126.826886,2066
서울특별시,서울특별시,마곡지구4호,근린공원,서울특별시 강서구 마곡동 811-5,37.568317,126.826463,35884
서울특별시,서울특별시,푸른수명산,소공원,서울특별시 강서구 화곡동 1091-15,37.544175,126.830269,822.9
서울특별시,서울특별시,마곡,소공원,서울특별시 강서구 마곡동 737-16,37.567478,126.822146,1085.2
서울특별시,서울특별시,염창,소공원,서울특별시 강서구염창동 309-1,37.549839,126.870745,1229.2
서울특별시,서울특별시,염창2,소공원,서울특별시 강서구염창동 306-1,37.551722,126.873857,272.5
서울특별시,서울특별시,탑산(가양동),문화공원,서울특별시 강서구가양동 1499,37.566194,126.846336,3783.8
서울특별시,서울특별시,새개,문화공원,서울특별시 강서구마곡동 800-7,37.558287,126.83003,3836.6
서울특별시,서울특별시,놋다리,문화공원,서울특별시 강서구마곡동 790-6,37.566207,126.84614,2574.7
서울특별시,서울특별시,똘고랑,문화공원,서울특별시 강서구 마곡동 756-4,37.571433,126.826326,3089.9
서울특별시,서울특별시,선두암,문화공원,서울특별시 강서구 마곡동 778-4,37.567379,126.83817,2581.3
서울특별시,서울특별시,한다리,문화공원,서울특별시 강서구 마곡동 727-1038,37.56106,126.830369,8298
서울특별시,서울특별시,가로공원1호,가로공원,서울특별시 강서구 마곡동 797-5,37.559061,126.837242,2618.5
서울특별시,서울특별시,청량,근린공원,서울특별시 성북구 석관동 409,37.60297064,127.0539954,329290
서울특별시,서울특별시,덕수천,근린공원,서울특별시 은평구진관동 14-3,37.609251,126.90656,5569.1
서울특별시,서울특별시,마고정,근린공원,서울특별시 은평구진관동 101-2,37.611787,126.909981,4551.6
서울특별시,서울특별시,우물골,근린공원,"서울특별시 은평구진관동 85-1,2,3",37.63513448,126.9253782,7203.1
서울특별시,서울특별시,신도,근린공원,서울특별시 은평구진관동 206-21,37.594288,126.919595,12020
서울특별시,서울특별시,마실길,근린공원,서울특별시 은평구진관동 125-22,37.64118472,126.9428673,45170.5
서울특별시,서울특별시,역촌동소공원,소공원,"서울특별시 은평구 역촌동85-34,36",37.611442,126.910162,318
서울특별시,서울특별시,거북이소공원,소공원,서울특별시 은평구 구산동 309-38,37.614886,126.907774,250
서울특별시,서울특별시,요  산소공원,소공원,서울특별시 은평구 불광동 13-33외 3,37.591827,126.918252,805
서울특별시,서울특별시,응암9구역소공원,소공원,서울특별시 은평구 응암동 761-7,37.609041,126.929362,880.8
서울특별시,서울특별시,불광3구역소공원,소공원,서울특별시 은평구 불광동641-1일대,37.648497,126.929826,7274.1
서울특별시,서울특별시,불광6구역소공원,소공원,서울특별시 은평구 불광동 638-3 일대,37.648497,126.929826,1919
서울특별시,서울특별시,불광7구역소공원,소공원,서울특별시 은평구 불광동 643-3,37.646145,126.927556,3120
서울특별시,서울특별시,응암3주택 재개발구역내소공원,소공원,서울특별시 은평구 응암동 762-4,37.633198,126.919096,1641.6
서울특별시,서울특별시,폭포동소공원,소공원,서울특별시 은평구 진관동 158-14일원,37.637075,126.916493,1087.8
서울특별시,서울특별시,잿말소공원,소공원,서울특별시 은평구 진관동 195-16,37.634196,126.925428,245.1
서울특별시,서울특별시,한옥마을소공원,소공원,서울특별시 은평구 진관동 211-34,37.632016,126.93076,58.7
서울특별시,서울특별시,신사동(새절)소공원,소공원,서울특별시 은평구 신사동372-1,37.635399,126.934794,782.6
서울특별시,서울특별시,녹번1-2지구 주택재개발정비구역내소공원,소공원,서울특별시 은평구 녹번동 283-7,37.632016,126.93076,5804.2
서울특별시,서울특별시,금암문화공원 (은평뉴타운제1호문화공원),주제공원,서울특별시 은평구 진관동 53-5,37.624806,126.92741,6857.1
서울특별시,서울특별시,제각말문화공원 (은평뉴타운제2호 문화공원),주제공원,서울특별시 은평구 진관동 135-26,37.626369,126.925398,55721.8
서울특별시,서울특별시,불광위령탑마을마당,기타공원,서울특별시 은평구 불광1 247-4,37.61362,126.929777,940
서울특별시,서울특별시,구산마을마당,기타공원,서울특별시 은평구 구산 산173-23,37.595561,126.904347,387
서울특별시,서울특별시,신사마을마당,기타공원,서울특별시 은평구 불광1 247,37.594385,126.908643,203
서울특별시,서울특별시,대조마을마당,기타공원,서울특별시 은평구 대조 48-42,37.641342,126.942228,183.5
서울특별시,서울특별시,자투리(녹번)마을마당,기타공원,서울특별시 은평구 녹번 103-23,37.599552,126.915551,165
서울특별시,서울특별시,자투리(신사)마을마당,기타공원,서울특별시 은평구 신사2 300-153,37.618267,126.932812,236
서울특별시,서울특별시,일원장미공원,어린이공원,서울특별시 강남구 일원동 732-4,37.480681,127.0808231,1500
서울특별시,서울특별시,일원개나리공원,어린이공원,서울특별시 강남구 일원동 730-3,37.48300519,127.0763956,4453.6
서울특별시,서울특별시,일원느티나무공원,어린이공원,서울특별시 강남구 일원동 730-2,37.483047,127.0774123,1825.7
서울특별시,서울특별시,일원소나무공원,어린이공원,서울특별시 강남구 일원동 718-1,37.484061,127.0817812,1500.6
서울특별시,서울특별시,일원상록수공원,어린이공원,서울특별시 강남구 일원동 734-1,37.482102,127.0822265,1500.4
서울특별시,서울특별시,일원비둘기공원,어린이공원,서울특별시 강남구 일원동 735-1,37.48327765,127.0860025,1501
서울특별시,서울특별시,일원진달래공원,어린이공원,서울특별시 강남구 일원동 716-1,37.484753,127.0847344,1500.1
서울특별시,서울특별시,일원새싹공원,어린이공원,서울특별시 강남구 수서동 746-1,37.484772,127.0890958,1500.2
서울특별시,서울특별시,수서까치공원,어린이공원,서울특별시 강남구 수서동 736-1,37.48713637,127.0979512,1500.2
서울특별시,서울특별시,수서은행나무공원,어린이공원,서울특별시 강남구 수서동 707-1,37.49213676,127.0997523,1500.4
서울특별시,서울특별시,수서목련공원,어린이공원,서울특별시 강남구 수서동 712-1,37.49062982,127.1036989,1418.8
서울특별시,서울특별시,수서개나리공원,어린이공원,서울특별시 강남구 수서동 723-1,37.487518,127.1054203,1500.1
서울특별시,서울특별시,아래반고개공원,어린이공원,서울특별시 강남구 세곡동 129-13,37.463874,127.1071102,863
서울특별시,서울특별시,윗반고개공원,어린이공원,서울특별시 강남구 세곡동 99-6,37.46569942,127.109147,1250
서울특별시,서울특별시,은곡마을공원,어린이공원,서울특별시 강남구 세곡동 369-3,37.46801863,127.1004611,2686
서울특별시,서울특별시,쟁골공원,어린이공원,서울특별시 강남구 자곡동 233-2,37.48190388,127.1020753,468
서울특별시,서울특별시,못골공원,어린이공원,서울특별시 강남구 자곡동 447-23,37.473573,127.100181,749
서울특별시,서울특별시,윗방죽마을공원,어린이공원,서울특별시 강남구 율현동 308-29,37.470276,127.104681,935
서울특별시,서울특별시,아래방죽마을공원,어린이공원,서울특별시 강남구 율현동 194-1,37.473276,127.1082321,386
서울특별시,서울특별시,충현공원,어린이공원,서울특별시 강남구 역삼동 666-2,37.50467201,127.0365347,2721.8
서울특별시,서울특별시,세곡천공원,어린이공원,서울특별시 강남구 세곡동 522-1,37.46321345,127.1012799,2645.1
서울특별시,서울특별시,대왕공원,어린이공원,서울특별시 강남구 세곡동 526-2,37.4624778,127.1049341,2633.1
서울특별시,서울특별시,세천근린공원,근린공원,서울특별시 강남구 세곡동 603,37.46652497,127.0949058,18856.7
서울특별시,서울특별시,세명근린공원,근린공원,서울특별시 강남구 자곡동 625,37.4692274,127.0902554,5236.8
서울특별시,서울특별시,송파나루,근린공원,"서울특별시 송파구 신천동 32, 잠실동 47",37.51210416,127.1077049,285757.6
서울특별시,서울특별시,숯내,근린공원,서울특별시 송파구 문정동 150-8,37.48970385,127.111231,10206.5
서울특별시,서울특별시,아시아,근린공원,서울특별시 송파구 잠실동 84,37.51068203,127.0759347,66027.8
서울특별시,서울특별시,연화,근린공원,서울특별시 송파구 문정동 92,37.48515999,127.1297174,14318.2
서울특별시,서울특별시,오금,근린공원,서울특별시 송파구 오금동 51,37.499994,127.134853,219167.4
서울특별시,서울특별시,온조마루,근린공원,서울특별시 송파구 신천동 20-1,37.5199244,127.1100846,6734.2
서울특별시,서울특별시,웃말,근린공원,서울특별시 송파구 가락동 21,37.50167671,127.123153,11098.2
서울특별시,서울특별시,잠실,근린공원,서울특별시 송파구 잠실동 230,37.50621827,127.084165,6613.3
서울특별시,서울특별시,장수,근린공원,서울특별시 송파구 장지동 846,37.480889,127.1304766,9949
서울특별시,서울특별시,장지,근린공원,서울특별시 송파구 장지동 산 11 외,37.484721,127.134551,133122.1
서울특별시,서울특별시,천마,근린공원,서울특별시 송파구 마천동 산 2 외,37.500386,127.158815,182420
서울특별시,서울특별시,태양,근린공원,서울특별시 송파구 풍납동 389-2,37.52544289,127.1152157,6611.6
서울특별시,서울특별시,풍납,근린공원,서울특별시 송파구 풍납동 74,37.53809304,127.1217719,23746
서울특별시,서울특별시,하늘가람,근린공원,서울특별시 송파구 신천동 17-10,37.519327,127.106703,6612
서울특별시,서울특별시,한양,근린공원,서울특별시 송파구 송파동 152,37.50407597,127.1153987,4842.4
서울특별시,서울특별시,한우물,근린공원,"서울특별시 송파구 문정동 626,633",37.479138,127.1244919,11385.8
서울특별시,서울특별시,훼밀리,근린공원,서울특별시 송파구 문정동 150-5,37.49075881,127.1140908,10528.6
서울특별시,서울특별시,오금지구 근린공원,근린공원,서울특별시 송파구 오금동 106-1 일원,37.505504,127.140584,11488
서울특별시,서울특별시,가야금,어린이공원,서울특별시 송파구 오금동 21,37.508629,127.1293119,1500
서울특별시,서울특별시,개나리,어린이공원,서울특별시 송파구 문정동 81,37.482425,127.1283131,1312.2
서울특별시,서울특별시,개미,어린이공원,서울특별시 송파구 거여동 29,37.4921999,127.146735,1500.4
서울특별시,서울특별시,거북이,어린이공원,서울특별시 송파구 송파동 243-1,37.50170298,127.119522,1594
서울특별시,서울특별시,거여,어린이공원,서울특별시 송파구 거여동 593-1,37.492626,127.1428082,756.6
서울특별시,서울특별시,곰말,어린이공원,서울특별시 송파구 방이동 139,37.51190919,127.1177088,1707.2
서울특별시,서울특별시,굴렁쇠,어린이공원,서울특별시 송파구 문정동 150-6,37.490223,127.1124333,1596.1
서울특별시,서울특별시,꿈나무,어린이공원,서울특별시 송파구 오금동 117-1,37.5032386,127.141109,1496.3
서울특별시,서울특별시,나루터,어린이공원,서울특별시 송파구 삼전동 37,37.501606,127.0867436,1472.9
서울특별시,서울특별시,새소리,어린이공원,서울특별시 성북구 돈암동 626-2,37.600751,127.0254039,1371
서울특별시,서울특별시,종암,어린이공원,서울특별시 성북구 종암동 104-6,37.60012565,127.0372515,1514
서울특별시,서울특별시,솔향기,어린이공원,서울특별시 성북구 길음동 1190,37.608108,127.0213064,4031
서울특별시,서울특별시,해맑은,어린이공원,서울특별시 성북구 길음동 591-17,37.6085186,127.020925,2089
서울특별시,서울특별시,한울,어린이공원,서울특별시 성북구 정릉동 169-6,37.605709,127.013709,2675
서울특별시,서울특별시,솔숲,어린이공원,서울특별시 성북구 정릉동 170-10,37.60480863,127.014971,2922
서울특별시,서울특별시,동망봉,어린이공원,서울특별시 성북구 보문동3가 229-1,37.5838591,127.017073,6730
서울특별시,서울특별시,맑은숲,어린이공원,서울특별시 성북구 장위동 317-1,37.62144056,127.0463288,1601
서울특별시,서울특별시,화랑,어린이공원,서울특별시 성북구 석관동 407-6,37.60715757,127.0547542,2213
서울특별시,서울특별시,매화,어린이공원,서울특별시 성북구 북악산로15길 42,37.60011962,127.0207412,1595
서울특별시,서울특별시,고암,어린이공원,서울특별시 성북구 종암동 133-5,37.59998725,127.0318095,1449
서울특별시,서울특별시,옛시장,어린이공원,서울특별시 성북구 종암동 135-4,37.60232547,127.0339269,958
서울특별시,서울특별시,늘푸른,어린이공원,서울특별시 성북구 길음동 1284-14,37.60727061,127.0160421,1580
서울특별시,서울특별시,아름,어린이공원,서울특별시 성북구 길음동 1284,37.6072751,127.0161186,2167
서울특별시,서울특별시,벌집,어린이공원,서울특별시 성북구 종암동 134-3,37.599625,127.0367262,1788
서울특별시,서울특별시,일신,어린이공원,서울특별시 성북구 종암동 134-8,37.59999069,127.0395876,950
서울특별시,서울특별시,길음골,소공원,서울특별시 성북구 길음동 1285,37.60906295,127.0201452,1244
서울특별시,서울특별시,길섶,소공원,서울특별시 성북구 길음동 1285-10,37.60911703,127.0200234,383
서울특별시,서울특별시,잔월,소공원,서울특별시 성북구 하월곡동 230-1,37.6040624,127.031506,481
서울특별시,서울특별시,행복한,소공원,서울특별시 성북구 길음동 1284-13,37.60822513,127.0195532,1173
서울특별시,서울특별시,두레,소공원,서울특별시 성북구 길음동 1284-8,37.60655851,127.0176651,287
서울특별시,서울특별시,돌마루,소공원,서울특별시 성북구 삼선동3가 116-1,37.5880187,127.012142,877
서울특별시,서울특별시,되너미,소공원,서울특별시 성북구 돈암동 644-1,37.59849175,127.0137028,1069
서울특별시,서울특별시,꿈빛,소공원,서울특별시 성북구 정릉동 1039,37.60224083,127.0116561,719
서울특별시,서울특별시,길빛,근린공원,서울특별시 성북구 숭인로8길 52,37.6098478,127.0265188,146038
서울특별시,서울특별시,한마음공원,어린이공원,서울특별시 강남구 개포동 12-3,37.49642631,127.0755359,2488.1
서울특별시,서울특별시,삼선,어린이공원,서울특별시 성북구 삼선동1가 303,37.58179914,127.0091947,10957
서울특별시,서울특별시,범바위,어린이공원,서울특별시 성북구 안암동2가 140-3,37.58549036,127.0214092,1514
서울특별시,서울특별시,꿈나라,어린이공원,서울특별시 성북구 보문동7가 108-2,37.58029718,127.023018,1564
서울특별시,서울특별시,배밭골,어린이공원,서울특별시 성북구 정릉로10길 46,37.60812583,126.9986863,263
서울특별시,서울특별시,동산,어린이공원,서울특별시 성북구 하월곡동 96-78,37.60459386,127.034528,417
서울특별시,서울특별시,밤골,어린이공원,서울특별시 성북구 하월곡동 산2-140,37.607541,127.039921,600
서울특별시,서울특별시,햇살,어린이공원,서울특별시 성북구 상월곡동 97-37,37.60591304,127.0485162,300
서울특별시,서울특별시,향기,어린이공원,서울특별시 성북구 상월곡동 산1-1,37.60920187,127.045461,1000
서울특별시,서울특별시,동방,어린이공원,서울특별시 성북구 장위동 219-223,37.61664297,127.0435038,982
서울특별시,서울특별시,샛별,어린이공원,서울특별시 성북구 석관동 168-86,37.614016,127.0642987,1638
서울특별시,서울특별시,돌뫼,어린이공원,서울특별시 성북구 석관동 산1-77,37.60510034,127.0528072,350
서울특별시,서울특별시,북한산도시자연공원,기타,서울특별시 강북구 미아동 산108-19,37.6210716,127.0083592,84448.4
서울특별시,서울특별시,청암,어린이공원,서울특별시 강북구 삼양동 776-17,37.6241079,127.0171437,661
서울특별시,서울특별시,응달마을,어린이공원,서울특별시 강북구 송천동 707-73,37.618455,127.024343,866
서울특별시,서울특별시,하늘,어린이공원,서울특별시 강북구 삼양동 791-1776,37.6247032,127.012899,3367
서울특별시,서울특별시,송월,어린이공원,서울특별시 강북구 송중동 92-7,37.6163653,127.0321067,807
서울특별시,서울특별시,소망,소공원,서울특별시 강북구 삼양동 791-1467,37.6258055,127.0154221,320
서울특별시,서울특별시,미래,소공원,서울특별시 강북구 삼양동 791-1712,37.6246182,127.0145881,564
서울특별시,서울특별시,늘푸른,소공원,서울특별시 강북구 삼양동 797-9,37.6254089,127.0197435,646
서울특별시,서울특별시,폭포,소공원,서울특별시 강북구 삼각산동 813-6,37.612576,127.021656,1238
서울특별시,서울특별시,꼭지,소공원,서울특별시 강북구 삼각산동 811-7,37.6188024,127.017338,746
서울특별시,서울특별시,테두리,어린이공원,서울특별시 강북구 삼각산동 811-8,37.6186251,127.0176915,1913
서울특별시,서울특별시,고갯마루,어린이공원,서울특별시 강북구 삼각산동 811-13,37.6164203,127.0169389,2185.8
서울특별시,서울특별시,미아,어린이공원,서울특별시 강북구 송중동 8-73,37.6152567,127.0375807,992
서울특별시,서울특별시,미,소공원,서울특별시 강북구 송중동 71-1,37.6137937,127.0305656,424.4
서울특별시,서울특별시,번남,어린이공원,서울특별시 강북구 번1동 447-1,37.6357586,127.0247969,1014.9
서울특별시,서울특별시,논골,어린이공원,서울특별시 강북구 번1동 417-27,37.6386856,127.0279086,991.7
서울특별시,서울특별시,샛강,어린이공원,서울특별시 강북구 번1동 472-44,37.6395202,127.0329966,858.2
서울특별시,서울특별시,가락,근린공원,서울특별시 송파구 가락동 37,37.498469,127.125124,27648.2
서울특별시,서울특별시,개나리,근린공원,서울특별시 송파구 잠실동 44-6,37.507553,127.0941112,6669.1
서울특별시,서울특별시,개롱,근린공원,서울특별시 송파구 가락동 195,37.493407,127.130026,21544.4
서울특별시,서울특별시,거여,근린공원,서울특별시 송파구 거여동 11,37.497007,127.140981,16185.1
서울특별시,서울특별시,건너말,근린공원,서울특별시 송파구 가락동 110,37.491603,127.123473,11327.8
서울특별시,서울특별시,글샘,근린공원,"서울특별시 송파구 문정동 621,625",37.48044523,127.1205075,27289.9
서울특별시,서울특별시,글샘작은,근린공원,서울특별시 송파구 문정동 631,37.477494,127.1212146,10209.9
서울특별시,서울특별시,누에머리,근린공원,서울특별시 송파구 오금동 110,37.50381027,127.141799,18607.5
서울특별시,서울특별시,동산,근린공원,서울특별시 송파구 송파동 120,37.506226,127.1145005,5660.8
서울특별시,서울특별시,마천,근린공원,서울특별시 송파구 마천동 11,37.50128584,127.1456483,10962.5
서울특별시,서울특별시,매미,근린공원,서울특별시 송파구 잠실동 35-4,37.50934354,127.0887161,8012.3
서울특별시,서울특별시,목련,근린공원,서울특별시 송파구 오금동 156,37.499035,127.138842,8127.4
서울특별시,서울특별시,문정,근린공원,서울특별시 송파구 문정동 18-4 외,37.486486,127.128916,49972
서울특별시,서울특별시,방이,근린공원,서울특별시 송파구 방이동 52,37.51435318,127.1136443,6930.1
서울특별시,서울특별시,백토,근린공원,서울특별시 송파구 오금동 6,37.50811694,127.132113,10024.1
서울특별시,서울특별시,뽕나무,근린공원,서울특별시 송파구 잠실동 19-3,37.51397635,127.0816397,11704.9
서울특별시,서울특별시,삼전,근린공원,서울특별시 송파구 삼전동 62-1,37.50179286,127.0933328,6607.6
서울특별시,서울특별시,소리,근린공원,서울특별시 송파구 문정동 357,37.48161162,127.1199678,36638.3
서울특별시,서울특별시,송파,근린공원,서울특별시 송파구 송파동 113,37.50633354,127.110451,6621.2
서울특별시,서울특별시,영일어린이공원,어린이공원,서울특별시 영등포구 영등포동 647-3,37.51015183,126.903919,5413
서울특별시,서울특별시,중마루근린공원,근린공원,서울특별시 영등포구 영등포동2가 222,37.519919,126.911497,6456
서울특별시,서울특별시,꿈에그린어린이공원,어린이공원,서울특별시 영등포구 신길동 4937-1,37.50300166,126.9088394,1619
서울특별시,서울특별시,문래소공원,소공원,서울특별시 영등포구 문래동6가 25-1,37.5197992,126.8869024,1954
서울특별시,서울특별시,인스빌1 소공원,소공원,서울특별시 영등포구 문래동4가 67-1,37.514461,126.888327,1194
서울특별시,서울특별시,인스빌2 소공원,소공원,서울특별시 영등포구 문래동4가 68-1,37.513622,126.890546,1007
서울특별시,서울특별시,꽃담 소공원,소공원,서울특별시 영등포구 당산동5가 4-23,37.53120144,126.900161,2582
서울특별시,서울특별시,(가칭)신길14재정비촉진구역 소공원,소공원,서울특별시 영등포구 신길동 4955-3,37.504367,126.906287,1732
서울특별시,서울특별시,당산역 소공원,소공원,서울특별시 영등포구 당산동5가 9-29,37.533517,126.900642,417
서울특별시,서울특별시,파밀리에 소공원,소공원,서울특별시 영등포구 대림1동 1124-3,37.495012,126.903451,395
서울특별시,서울특별시,도리미 소공원,소공원,서울특별시 영등포구 도림동 821-3,37.509476,126.9021917,1859
서울특별시,서울특별시,새말소공원,소공원,서울특별시 영등포구 당산동4가 85,37.531292,126.8975129,1642
서울특별시,서울특별시,이음소공원,소공원,서울특별시 영등포구 당산동4가 98-1,37.527424,126.902467,732
서울특별시,서울특별시,당산나루소공원,소공원,서울특별시 영등포구 당산동5가 9-3,37.532814,126.900128,1339
서울특별시,서울특별시,(가칭)모아미래도 소공원,소공원,서울특별시 영등포구 문래동5가 67-2,37.51655014,126.8871262,1505
서울특별시,서울특별시,(가칭)당산4구역 소공원,소공원,서울특별시 영등포구 당산동4가 99-1,37.528846,126.903737,396
서울특별시,서울특별시,(가칭)신길7재정비촉진구역 소공원,소공원,서울특별시 영등포구 신길동 4950-1,37.501274,126.9162891,1024.1
서울특별시,서울특별시,(가칭)신길11재정비촉진구역 소공원,소공원,서울특별시 영등포구 신길동 4945-1,37.504638,126.906631,1661.4
서울특별시,서울특별시,아크로타워 역사공원,역사공원,서울특별시 영등포구 영등포동7가 205-1,37.52257451,126.9077566,2962
서울특별시,서울특별시,(가칭)신길5재정비촉진구역 소공원,소공원,서울특별시 영등포구 신길동 1980-1,37.50373971,126.9175044,1638
서울특별시,서울특별시,(가칭)신길5구역어린이공원,어린이공원,서울특별시 영등포구 신길동 541,37.503015,126.920286,1981
서울특별시,서울특별시,신길9구역 근린공원,근린공원,서울특별시 영등포구 신길동 243-58,37.503954,126.9145992,13776
서울특별시,서울특별시,상아현대어린이공원,어린이공원,서울특별시 영등포구 당산동5가 4-13,37.53047853,126.9029504,1587
서울특별시,서울특별시,대림3주택어린이공원,어린이공원,서울특별시 영등포구 대림동 1127-6,37.494598,126.908478,2878
서울특별시,서울특별시,녹번동,근린공원,서울특별시 은평구 녹번동 산27,37.60325117,126.9322993,25854.7
서울특별시,서울특별시,거 북 골,근린공원,서울특별시 은평구구산동 산37-4,37.599915,126.925992,43812.6
서울특별시,서울특별시,구  산,근린공원,서울특별시 은평구구산동 산48-7,37.587111,126.919033,12445.7
서울특별시,서울특별시,상림,근린공원,서울특별시 은평구진관동 5-3,37.614762,126.907901,4749.8
서울특별시,서울특별시,못자리골,근린공원,"서울특별시 은평구진관동13-2, 12-1",37.586731,126.923094,16176.1
서울특별시,서울특별시,은하수,어린이공원,서울특별시 강서구 방화동 853,37.570507,126.806548,3825.8
서울특별시,서울특별시,능말,어린이공원,서울특별시 강서구 방화동 815,37.577955,126.810607,1520.7
서울특별시,서울특별시,메아리,어린이공원,서울특별시 강서구 방화동 826,37.578615,126.814351,1511.6
서울특별시,서울특별시,느티,어린이공원,서울특별시 강서구 방화동 799,37.579421,126.810313,1512.9
서울특별시,서울특별시,돌샘,어린이공원,서울특별시 강서구 방화동 837,37.576054,126.818966,1500.3
서울특별시,서울특별시,꿈나무,어린이공원,서울특별시 강서구 방화동 840,37.575194,126.818941,1500.2
서울특별시,서울특별시,개화,어린이공원,서울특별시 강서구 방화동 818,37.580248,126.812534,1512.2
서울특별시,서울특별시,긴등마을,어린이공원,서울특별시 강서구 공항동 4-36,37.563075,126.818681,1645.3
서울특별시,서울특별시,꿈자람,어린이공원,서울특별시 강서구 공항동 484,37.564793,126.819154,2014
