시도,시군구,월,PM25,PM10,SO2,O3,NO2,CO
경기도,가평,202111,26**,43**,0.002**,0.019**,0.015**,0.5**
경기도,양평,202111,29,46,0.003,0.018,0.016,0.6
경기도,도평균,202111,27,48,0.003,0.018,0.026,0.5
경기도,수원,202110,13,32,0.002,0.022,0.024,0.5
경기도,안양,202110,12*,30*,0.003,0.021,0.022,0.4
경기도,성남,202110,12,28,0.002,0.022,0.023,0.5
경기도,의정부,202110,13,26,0.003,0.02,0.019,0.4
경기도,광명,202110,15,34,0.002,0.023,0.022,0.5
경기도,안산,202110,14,31,0.003,0.023,0.021,0.4
경기도,평택,202110,20,37,0.005,0.024,0.018,0.4
경기도,과천,202110,11,28,0.002,0.02,0.02,0.5
경기도,구리,202110,13,28,0.003,0.022,0.015,0.3
경기도,의왕,202110,12,27,0.002,0.023,0.022,0.5
경기도,고양,202110,14,30*,0.003,0.022,0.019,0.4
경기도,광주,202110,14,30,0.002,0.019,0.016,0.5
경기도,군포,202110,14,30,0.004,0.022,0.023,0.4
경기도,시흥,202110,17,34,0.004,0.022,0.021,0.5
경기도,부천,202110,18,36,0.002,0.022,0.026,0.4
경기도,남양주,202110,12,26,0.002,0.021,0.015,0.3
경기도,용인,202110,15,30,0.002,0.02,0.018,0.5
경기도,김포,202110,18*,34*,0.003*,0.026*,0.016*,0.4*
경기도,오산,202110,14,29,0.003,0.022,0.025,0.4
경기도,하남,202110,11,27,0.002,0.021,0.019,0.3
경기도,화성,202110,16,32,0.004,0.026,0.017,0.4
경기도,양주,202110,14,28,0.004,0.023,0.014,0.4
경기도,동두천,202110,11,23,0.004,0.025,0.012,0.4
경기도,안성,202110,19,34,0.002,0.023,0.013,0.4
경기도,이천,202110,18,32,0.003,0.022,0.015,0.4
경기도,파주,202110,15,32,0.002,0.023,0.014,0.5
경기도,포천,202110,14,24,0.003,0.024,0.01,0.4
경기도,여주,202110,19,37,0.003,0.021,0.013,0.4
경기도,연천,202110,12,22,0.003,0.021,0.007,0.4
경기도,가평,202110,13**,26**,0.002**,0.018**,0.010**,0.4**
경기도,양평,202110,15**,30**,0.002,0.021,0.009,0.4
경기도,도평균,202110,15,31,0.003,0.022,0.018,0.4
경기도,수원,202009,11,23,0.002,0.031,0.017,0.5
경기도,안양,202009,13,23,0.003,0.028,0.015,0.4
경기도,성남,202009,10,21,0.002,0.027,0.016,0.5
경기도,의정부,202009,10,22,0.003,0.026,0.014,0.4
경기도,광명,202009,11,23,0.002,0.029,0.015,0.4
경기도,안산,202009,9*,22*,0.003*,0.030*,0.016*,0.3
경기도,평택,202009,13,28,0.004,0.03,0.013,0.4
경기도,과천,202009,9,23,0.002,0.028,0.018,0.4
경기도,구리,202009,10,20,0.003,0.028,0.012,0.3
경기도,의왕,202009,11,21,0.002,0.03,0.018,0.4
경기도,고양,202009,12,22,0.003,0.031,0.014,0.4
경기도,광주,202009,10,20,0.002,0.027,0.012,0.3
경기도,군포,202009,13,20,0.003,0.03,0.016,0.4
경기도,시흥,202009,14,25,0.003,0.031,0.018,0.4
경기도,부천,202009,13,26,0.004,0.027,0.02,0.4
경기도,남양주,202009,9,19,0.003,0.027,0.012,0.4
경기도,용인,202009,10,20,0.002,0.028,0.013,0.4
경기도,김포,202009,14,25,0.002*,0.032,0.01,0.3
경기도,오산,202009,8,21,0.002,0.028,0.018,0.4
경기도,하남,202009,9,17**,0.003,0.03,0.015,0.3
경기도,화성,202009,14,25,0.004,0.031,0.011,0.4
경기도,양주,202009,9,19,0.003,0.029,0.011,0.3
경기도,동두천,202009,10,16,0.004,0.028,0.008,0.4
경기도,안성,202009,12,23,0.002,0.031,0.01,0.4
경기도,이천,202009,14,23,0.003,0.03,0.01,0.4
경기도,파주,202009,11,22,0.002,0.029,0.01,0.4
경기도,포천,202009,7,20,0.003,0.028,0.006,0.3
경기도,여주,202009,13,22,0.003,0.03,0.007,0.4
경기도,연천,202009,9,17,0.003,0.024,0.006,0.3
경기도,가평,202009,9,15,0.003,0.022,0.006,0.3
경기도,양평,202009,10,20,0.002,0.027,0.007,0.4
경기도,도평균,202009,11,22,0.003,0.029,0.013,0.4
경기도,수원,202008,14,27,0.002,0.022,0.012,0.4
경기도,안양,202008,12,25,0.003,0.022,0.012,0.4
경기도,성남,202008,13,25,0.002,0.02,0.013,0.4
경기도,의정부,202008,12,24,0.003,0.021,0.013,0.4
경기도,광명,202008,14,22*,0.002,0.022,0.011,0.4
경기도,안산,202008,11*,25*,0.003*,0.02*,0.010*,0.2
경기도,평택,202008,14,27,0.004,0.024,0.01,0.3
경기도,과천,202008,12,28,0.002,0.02,0.013,0.4
경기도,구리,202008,12,22,0.003,0.022,0.012,0.3
경기도,의왕,202008,13,23,0.002,0.023,0.011,0.3
경기도,고양,202008,15,26,0.003,0.029,0.012,0.3
경기도,광주,202008,13,22,0.002,0.021,0.011,0.3
경기도,군포,202008,13,22,0.003,0.023,0.013,0.3
경기도,시흥,202008,15,25,0.003,0.023,0.013,0.4
경기도,부천,202008,14,25,0.004,0.028,0.014,0.4
경기도,남양주,202008,11,23,0.002,0.021,0.01,0.3
경기도,용인,202008,12,22,0.002,0.022,0.01,0.4
경기도,김포,202008,15,24,0.003,0.023,0.01,0.3
경기도,오산,202008,8,21,0.002,0.019,0.013,0.3
경기도,하남,202008,10,20,0.002,0.021,0.015,0.3
경기도,화성,202008,15,25,0.003,0.024,0.007,0.3
경기도,양주,202008,10,17,0.003,0.028,0.01,0.3
경기도,동두천,202008,12,18,0.004,0.022,0.007,0.3
경기도,안성,202008,12,22,0.002,0.023,0.008,0.4
경기도,이천,202008,15,23,0.003,0.025,0.008,0.3
경기도,파주,202008,13,23,0.002,0.021,0.009,0.4
경기도,포천,202008,9,24,0.003,0.022,0.006,0.3
경기도,여주,202008,12,21,0.004,0.028,0.006,0.3
경기도,연천,202008,9,20,0.003,0.023,0.005,0.4
경기도,가평,202008,11,19,0.002,0.021,0.006,0.3
경기도,양평,202008,12,22,0.002,0.02,0.007,0.4
경기도,도평균,202008,13,24,0.003,0.023,0.011,0.3
경기도,수원,202007,13,25,0.002,0.033,0.015,0.5
경기도,안양,202007,15,26,0.002,0.035,0.015,0.4
경기도,성남,202007,12,23,0.002,0.03,0.016,0.5
경기도,의정부,202007,11,23,0.004,0.032,0.013,0.5
경기도,광명,202007,13,22**,0.002,0.032,0.014,0.5
경기도,안산,202007,11,22,0.003,0.034,0.015,0.3
경기도,평택,202007,16,27,0.004,0.034,0.011,0.4
경기도,과천,202007,11,26,0.002,0.031,0.016,0.4
경기도,구리,202007,12,20,0.003,0.03,0.012,0.4
경기도,의왕,202007,14,22,0.002,0.032,0.013,0.4
경기도,고양,202007,16,29,0.003,0.034,0.012,0.4
경기도,광주,202007,12,20,0.002,0.031,0.012,0.4
경기도,군포,202007,15,24,0.003,0.036,0.015,0.4
경기도,시흥,202007,17,26,0.003,0.034,0.018,0.4
경기도,부천,202007,19,31,0.004,0.033,0.019,0.4
경기도,남양주,202007,9,21,0.002,0.029,0.011,0.4
경기도,용인,202007,11,20,0.002,0.031,0.012,0.4
경기도,김포,202007,16,25,0.003,0.035,0.009,0.4
경기도,오산,202007,9,19,0.002,0.032,0.017,0.4
경기도,하남,202007,9,17,0.002,0.028,0.017,0.4
경기도,화성,202007,16,25,0.003,0.036,0.01,0.4
경기도,양주,202007,12,19,0.003,0.033,0.01,0.3
경기도,동두천,202007,11,18,0.004,0.028,0.007,0.3
경기도,안성,202007,12,20,0.002,0.033,0.008,0.4
경기도,이천,202007,14,21,0.003,0.033,0.008,0.4
경기도,파주,202007,14,23,0.002,0.032,0.009,0.5
경기도,포천,202007,9,21,0.003,0.03,0.006,0.3
경기도,여주,202007,11,19,0.003,0.035,0.007,0.4
경기도,연천,202007,8,17,0.002,0.028,0.005,0.4
경기도,가평,202007,9,18,0.002,0.026,0.006,0.3
경기도,양평,202007,11,20,0.001,0.03,0.007,0.4
경기도,도평균,202007,13,23,0.003,0.033,0.012,0.4
경기도,수원,202006,21,42,0.003,0.047,0.018,0.5
경기도,안양,202006,24,45,0.003,0.049,0.019,0.5
경기도,성남,202006,20,42,0.002,0.047,0.021,0.5
경기도,의정부,202006,18,38,0.004,0.046,0.014,0.5
경기도,광명,202006,21,43,0.003,0.05,0.019,0.5
경기도,안산,202006,17,36,0.003,0.043,0.017,0.4
경기도,평택,202006,24,43,0.004,0.048,0.013,0.4
경기도,과천,202006,18,45,0.002,0.048,0.019,0.5
경기도,구리,202006,22,39,0.003,0.046,0.014,0.4
경기도,의왕,202006,23,40,0.003,0.047,0.019,0.4
경기도,고양,202006,22,45,0.003,0.047,0.013,0.4
경기도,광주,202006,22,40,0.002,0.048,0.016,0.4
경기도,군포,202006,24,42,0.004,0.051,0.018,0.4
경기도,시흥,202006,24,42,0.004,0.049,0.02,0.4
경기도,부천,202006,28,53,0.004,0.043,0.021,0.4
경기도,남양주,202006,20,41,0.003,0.044,0.016,0.4
경기도,용인,202006,20,38,0.002,0.048,0.014,0.4
경기도,김포,202006,21,39,0.003,0.049,0.01,0.4
경기도,오산,202006,21,38,0.002,0.05,0.018,0.3
경기도,하남,202006,15,32,0.002,0.038,0.023,0.4
경기도,화성,202006,24,42,0.004,0.052,0.012,0.5
경기도,양주,202006,20,36,0.003,0.048,0.011,0.4
경기도,동두천,202006,18,36,0.005,0.042,0.009,0.4
경기도,안성,202006,20,37,0.002,0.052,0.011,0.4
경기도,이천,202006,24,42,0.004,0.055,0.011,0.4
경기도,파주,202006,19,37,0.002,0.045,0.011,0.5
경기도,포천,202006,16,38,0.003,0.042,0.007,0.3
경기도,여주,202006,24,42,0.004,0.056,0.009,0.4
경기도,연천,202006,15,31,0.002,0.043,0.006,0.4
경기도,가평,202006,18,35,0.002,0.043,0.008,0.4
경기도,양평,202006,21,39,0.002,0.049,0.01,0.4
경기도,도평균,202006,21,41,0.003,0.048,0.015,0.4
경기도,수원,202005,18,37,0.002,0.039,0.019,0.5
경기도,안양,202005,21,42,0.003,0.038,0.02,0.5
경기도,성남,202005,17,36,0.002,0.035,0.021,0.5
경기도,의정부,202005,16,34,0.003,0.041,0.016,0.5
경기도,광명,202005,18,40,0.003,0.039,0.021,0.5
경기도,안산,202005,15,35,0.003,0.037,0.018,0.4
경기도,평택,202005,22,43,0.005,0.043,0.013,0.4
경기도,과천,202005,15,40,0.002,0.036,0.02,0.5
경기도,구리,202005,19,36,0.003,0.037,0.016,0.4
경기도,의왕,202005,19,35,0.002,0.04,0.019,0.4
경기도,고양,202005,20,43,0.003,0.04,0.014,0.4
경기도,광주,202005,18,35,0.002,0.036,0.016,0.3
경기도,군포,202005,22,38,0.004,0.041,0.018,0.4
경기도,시흥,202005,22,41,0.003,0.042,0.02,0.4
경기도,부천,202005,29,48,0.004,0.036,0.022,0.4
경기도,남양주,202005,18,37,0.002,0.036,0.016,0.3
경기도,용인,202005,17,35,0.002,0.04,0.014,0.4
경기도,김포,202005,20,40,0.003,0.044,0.012,0.4
경기도,오산,202005,19,33,0.002,0.036,0.018,0.3
경기도,하남,202005,12,30,0.002,0.028,0.02,0.4
경기도,화성,202005,21,39,0.004,0.043,0.013,0.4
경기도,양주,202005,19,35,0.003,0.04,0.011,0.4
경기도,동두천,202005,17,34,0.004,0.04,0.01,0.3
경기도,안성,202005,19,37,0.002,0.042,0.011,0.3
경기도,이천,202005,20,37,0.004,0.043,0.011,0.4
경기도,파주,202005,17,37,0.002,0.041,0.013,0.4
경기도,포천,202005,15,35,0.003,0.037,0.007,0.4
경기도,여주,202005,22,37,0.004,0.042,0.009,0.4
경기도,연천,202005,13,29,0.003,0.04,0.006,0.4
경기도,가평,202005,14,29,0.002,0.033,0.008,0.4
경기도,양평,202005,16,33,0.002,0.039,0.01,0.3
경기도,도평균,202005,19,38,0.003,0.039,0.016,0.4
경기도,수원,202004,19,43,0.003,0.038,0.019,0.5
경기도,안양,202004,20,52,0.003,0.038,0.022,0.5
경기도,성남,202004,20,46,0.002,0.038,0.022,0.5
경기도,의정부,202004,18,45,0.004,0.041,0.02,0.5
경기도,광명,202004,21,50,0.003,0.041,0.02,0.4
경기도,안산,202004,16,43,0.003,0.039,0.019,0.4
경기도,평택,202004,18,48,0.004,0.044,0.014,0.4
경기도,과천,202004,19,50,0.003,0.04,0.019,0.4
경기도,구리,202004,21,49,0.003,0.038,0.019,0.4
경기도,의왕,202004,21,43,0.003,0.039,0.018,0.4
경기도,고양,202004,19,49,0.003,0.04,0.016,0.4
경기도,광주,202004,23,49,0.002,0.036,0.019,0.3
경기도,군포,202004,21,46,0.003,0.043,0.018,0.4
경기도,시흥,202004,20,48,0.004,0.042,0.02,0.4
경기도,부천,202004,26,57,0.005,0.036,0.022,0.4
경기도,남양주,202004,20,47,0.003,0.037,0.018,0.3
경기도,용인,202004,22,47,0.002,0.038,0.017,0.4
경기도,김포,202004,21,51,0.003,0.042,0.012,0.4
경기도,오산,202004,19,41,0.003,0.036,0.021,0.3
경기도,하남,202004,14,41,0.002,0.028,0.025,0.4
경기도,화성,202004,20,44,0.003,0.044,0.014,0.4
경기도,양주,202004,19,46,0.003,0.038,0.013,0.4
경기도,동두천,202004,19,50,0.004,0.04,0.012,0.4
경기도,안성,202004,23,49,0.002,0.044,0.013,0.3
경기도,이천,202004,22,46,0.004,0.046,0.013,0.4
경기도,파주,202004,22,49,0.002,0.039,0.014,0.4
경기도,포천,202004,20,49,0.003,0.043,0.014,0.4
경기도,여주,202004,23,47,0.003,0.041,0.012,0.4
경기도,연천,202004,15,43,0.003,0.039,0.008,0.3
경기도,가평,202004,16,40,0.003,0.039,0.009,0.4
경기도,양평,202004,19,45,0.002,0.041,0.013,0.4
경기도,도평균,202004,20,47,0.003,0.04,0.017,0.4
경기도,수원,202003,25,47,0.003,0.024,0.027,0.6
경기도,안양,202003,25,52,0.003,0.028,0.03,0.5
경기도,성남,202003,25,47,0.002,0.027,0.029,0.5
경기도,의정부,202003,25,44,0.004,0.03,0.024,0.5
경기도,광명,202003,27,52,0.003,0.031,0.027,0.4
경기도,안산,202003,22,46,0.004,0.03,0.026,0.5
경기도,평택,202003,26,53,0.004,0.033,0.02,0.4
경기도,과천,202003,24,48,0.003,0.028,0.025,0.5
경기도,구리,202003,26,49,0.003,0.031,0.021,0.4
경기도,의왕,202003,29,47,0.003,0.025,0.029,0.5
경기도,고양,202003,22,49,0.004,0.031,0.019,0.5
경기도,광주,202003,29,51,0.002,0.024,0.026,0.4
경기도,군포,202003,25,48,0.003,0.03,0.027,0.4
경기도,시흥,202003,24,52,0.003,0.03,0.028,0.5
경기도,부천,202003,31,55,0.005,0.027,0.029,0.4
경기도,남양주,202003,25,46,0.003,0.029,0.022,0.4
경기도,용인,202003,29,52,0.003,0.026,0.023,0.4
경기도,김포,202003,26,52,0.003,0.035,0.014,0.4
경기도,오산,202003,26,45,0.003,0.028,0.027,0.3
경기도,하남,202003,19,45,0.002,0.024,0.03,0.5
경기도,화성,202003,26,49,0.004,0.034,0.017,0.4
경기도,양주,202003,22,44,0.003,0.03,0.015,0.4
경기도,동두천,202003,21,49,0.004,0.032,0.017,0.4
경기도,안성,202003,31,53,0.002,0.033,0.018,0.4
경기도,이천,202003,28,49,0.004,0.034,0.018,0.5
경기도,파주,202003,28,50,0.002,0.032,0.019,0.5
경기도,포천,202003,27,50,0.004,0.036,0.02,0.5
경기도,여주,202003,28,49,0.004,0.029,0.016,0.5
경기도,연천,202003,18,40,0.003,0.033,0.01,0.4
경기도,가평,202003,19,38,0.003,0.032,0.012,0.5
경기도,양평,202003,23,44,0.002,0.031,0.015,0.5
경기도,도평균,202003,26,49,0.003,0.03,0.023,0.5
경기도,수원,202002,28,42,0.003,0.016,0.033,0.6
경기도,안양,202002,29,46,0.003,0.019,0.033,0.7
경기도,성남,202002,28,43,0.003,0.017,0.032,0.6
경기도,의정부,202002,29,42,0.004,0.02,0.029,0.6
경기도,광명,202002,31,47,0.003,0.021,0.032,0.5
경기도,안산,202002,27,44,0.004,0.021,0.032,0.6
경기도,평택,202002,27,45,0.004,0.022,0.025,0.4
경기도,과천,202002,27,43,0.003,0.018,0.03,0.6
경기도,구리,202002,29,44,0.003,0.021,0.026,0.4
경기도,의왕,202002,30,43,0.003,0.017,0.033,0.6
경기도,고양,202002,24,42,0.004,0.023,0.022,0.5
경기도,광주,202002,33,50,0.002,0.016,0.029,0.5
경기도,군포,202002,26,42,0.003,0.021,0.032,0.5
경기도,시흥,202002,30,47,0.004,0.021,0.032,0.6
경기도,부천,202002,32,45,0.005,0.019,0.032,0.5
경기도,남양주,202002,29,42,0.003,0.02,0.027,0.5
경기도,용인,202002,32,47,0.003,0.018,0.027,0.6
경기도,김포,202002,27,42,0.003,0.025,0.017,0.5
경기도,오산,202002,30,40,0.003,0.02,0.03,0.4
경기도,하남,202002,22,43,0.002,0.017,0.033,0.5
경기도,화성,202002,28,44,0.004,0.024,0.021,0.5
경기도,양주,202002,26,37,0.003,0.022,0.018,0.4
경기도,동두천,202002,24,41,0.004,0.024,0.02,0.4
경기도,안성,202002,33,46,0.002,0.023,0.021,0.4
경기도,이천,202002,32,46,0.004,0.023,0.021,0.6
경기도,파주,202002,32,43,0.003,0.024,0.02,0.5
경기도,포천,202002,29,51,0.004,0.027,0.023,0.6
경기도,여주,202002,35,45,0.004,0.02,0.02,0.6
경기도,연천,202002,19,30,0.003,0.027,0.011,0.5
경기도,가평,202002,23,35,0.002,0.026,0.015,0.6
경기도,양평,202002,27,41,0.002,0.022,0.016,0.6
경기도,도평균,202002,29,44,0.003,0.021,0.027,0.5
경기도,수원,202001,30,44,0.003,0.011,0.037,0.7
경기도,안양,202001,33,49,0.004,0.012,0.038,0.7
경기도,성남,202001,28,44,0.003,0.013,0.035,0.8
경기도,의정부,202001,33,47,0.004,0.014,0.033,0.8
경기도,광명,202001,32,50,0.004,0.015,0.036,0.7
경기도,안산,202001,31,49,0.004,0.016,0.037,0.7
경기도,평택,202001,30,49,0.004,0.017,0.029,0.5
경기도,과천,202001,27,45,0.003,0.013,0.035,0.8
경기도,구리,202001,29,47,0.003,0.016,0.028,0.5
경기도,의왕,202001,35,47,0.003,0.011,0.038,0.7
경기도,고양,202001,27,46,0.004,0.019,0.024,0.6
경기도,광주,202001,31,54,0.003,0.01,0.033,0.7
경기도,군포,202001,27,44,0.004,0.015,0.036,0.6
경기도,시흥,202001,36,54,0.004,0.015,0.036,0.7
경기도,부천,202001,34,53,0.005,0.014,0.034,0.6
경기도,남양주,202001,29,40,0.003,0.016,0.028,0.6
경기도,용인,202001,33,48,0.003,0.013,0.031,0.7
경기도,김포,202001,31,48,0.004,0.022,0.019,0.5
경기도,오산,202001,31,43,0.003,0.015,0.035,0.6
경기도,하남,202001,25,46,0.004,0.013,0.035,0.6
경기도,화성,202001,32,48,0.005,0.018,0.024,0.6
경기도,양주,202001,28,41,0.004,0.018,0.02,0.5
경기도,동두천,202001,39,45,0.005,0.018,0.021,0.4
경기도,안성,202001,35,47,0.003,0.018,0.023,0.6
경기도,이천,202001,35,47,0.004,0.016,0.025,0.6
경기도,파주,202001,34,48,0.003,0.019,0.023,0.7
경기도,포천,202001,33,56,0.004,0.021,0.026,0.7
경기도,여주,202001,36,47,0.004,0.015,0.022,0.6
경기도,연천,202001,24,36,0.003,0.019,0.012,0.6
경기도,가평,202001,24,36,0.003,0.02,0.016,0.6
경기도,양평,202001,28,41,0.002,0.017,0.018,0.6
경기도,도평균,202001,31,47,0.004,0.015,0.03,0.6
경기도,수원,202012,26,44,0.003,0.013,0.036,0.6
경기도,안양,202012,25,45,0.004,0.013,0.034,0.7
경기도,성남,202012,26,41,0.003,0.014,0.033,0.6
경기도,의정부,202012,28,41,0.004,0.012,0.029,0.6
경기도,광명,202012,30,49,0.004,0.016,0.028,0.6
경기도,안산,202012,27,45,0.004,0.016,0.03,0.5
경기도,평택,202012,28,45,0.005,0.016,0.028,0.5
경기도,과천,202012,26,45,0.004,0.015,0.032,0.6
경기도,구리,202012,27,45,0.004,0.015,0.024,0.4
경기도,의왕,202012,27,42,0.003,0.014,0.033,0.5
경기도,고양,202012,24,43,0.004,0.016,0.027,0.6
경기도,광주,202012,33,52,0.003,0.012,0.027,0.6
경기도,군포,202012,24,42,0.005,0.016,0.033,0.5
경기도,시흥,202012,29,45,0.004,0.015,0.031,0.6
경기도,부천,202012,27,49,0.005,0.014,0.032,0.7
경기도,남양주,202012,28,43,0.003,0.014,0.028,0.5
경기도,용인,202012,32,49,0.003,0.013,0.03,0.6
경기도,김포,202012,31,50,0.004,0.019,0.022,0.5
경기도,오산,202012,24,39,0.003,0.015,0.033,0.6
경기도,하남,202012,24,46,0.003,0.014,0.033,0.6
경기도,화성,202012,27,44,0.005,0.018,0.025,0.5
경기도,양주,202012,30,46,0.004,0.015,0.022,0.6
경기도,동두천,202012,26,42,0.005,0.014,0.024,0.6
경기도,안성,202012,36,51,0.003,0.015,0.022,0.5
경기도,이천,202012,33,47,0.004,0.013,0.027,0.5
경기도,파주,202012,33,48,0.004,0.016,0.025,0.6
경기도,포천,202012,32,55,0.004,0.017,0.018,0.6
경기도,여주,202012,39,54,0.003,0.014,0.023,0.6
경기도,연천,202012,24,36,0.005,0.015,0.013,0.6
경기도,가평,202012,29,42,0.004,0.016,0.017,0.5
경기도,양평,202012,33,50,0.003,0.014,0.028,0.7
경기도,도평균,202012,29,46,0.004,0.015,0.028,0.6
경기도,수원,202011,24,45,0.003,0.015,0.034,0.6
경기도,안양,202011,26,44,0.003,0.015,0.035,0.6
경기도,성남,202011,22,41,0.003,0.014,0.033,0.6
경기도,의정부,202011,24,41,0.004,0.013,0.027,0.6
경기도,광명,202011,26,52,0.003,0.016,0.029,0.6
경기도,안산,202011,23,43,0.004,0.017,0.03,0.5
경기도,평택,202011,27,48,0.004,0.017,0.026,0.5
경기도,과천,202011,22,43,0.003,0.016,0.029,0.6
경기도,구리,202011,22,43,0.003,0.017,0.023,0.4
경기도,의왕,202011,25,41,0.003,0.017,0.032,0.5
경기도,고양,202011,23,45,0.003,0.018,0.024,0.5
경기도,광주,202011,28,49,0.003,0.014,0.03,0.6
경기도,군포,202011,23,43,0.004,0.018,0.03,0.4
경기도,시흥,202011,29,48,0.004,0.017,0.031,0.6
경기도,부천,202011,28,52,0.004,0.015,0.033,0.6
경기도,남양주,202011,23,41,0.003,0.016,0.026,0.5
경기도,용인,202011,27,46,0.003,0.016,0.027,0.5
경기도,김포,202011,28,49,0.003,0.02,0.02,0.5
경기도,오산,202011,22,41,0.003,0.016,0.032,0.5
경기도,하남,202011,20,38,0.003,0.016,0.03,0.5
경기도,화성,202011,26,45,0.004,0.02,0.025,0.5
경기도,양주,202011,28,47,0.003,0.018,0.021,0.5
경기도,동두천,202011,18,36,0.004,0.016,0.021,0.5
경기도,안성,202011,31,50,0.003,0.018,0.02,0.5
경기도,이천,202011,28,46,0.004,0.016,0.025,0.5
경기도,파주,202011,28,47,0.003,0.017,0.022,0.5
경기도,포천,202011,23,47,0.004,0.02,0.016,0.5
경기도,여주,202011,31,46,0.003,0.015,0.018,0.5
경기도,연천,202011,19,35,0.004,0.016,0.012,0.5
경기도,가평,202011,22,38,0.003,0.016,0.015,0.5
경기도,양평,202011,26,45,0.003,0.016,0.021,0.5
경기도,도평균,202011,25,45,0.003,0.017,0.027,0.5
경기도,수원,202010,18,39,0.003,0.022,0.029,0.5
경기도,안양,202010,20,38,0.003,0.021,0.027,0.5
경기도,성남,202010,16,35,0.003,0.02,0.028,0.5
경기도,의정부,202010,16,36,0.004,0.021,0.024,0.5
경기도,광명,202010,19,44,0.003,0.022,0.024,0.5
경기도,안산,202010,16,36,0.003*,0.023,0.026,0.4
경기도,평택,202010,22,45,0.004,0.024,0.022,0.4
경기도,과천,202010,16,38,0.002,0.021,0.027,0.5
경기도,구리,202010,16,34,0.003,0.022,0.018,0.4
경기도,의왕,202010,18,34,0.002,0.023,0.029,0.4
경기도,고양,202010,17,38,0.003,0.027,0.02,0.4
경기도,광주,202010,19,38,0.002,0.018,0.022,0.5
경기도,군포,202010,18,36,0.003,0.023,0.026,0.4
경기도,시흥,202010,22,41,0.004,0.023,0.027,0.5
경기도,부천,202010,21,48,0.004,0.023,0.03,0.6
경기도,남양주,202010,16,33,0.003,0.021,0.02,0.4
경기도,용인,202010,20,39,0.003,0.02,0.022,0.5
경기도,김포,202010,21,42,0.003,0.028,0.015,0.4
경기도,오산,202010,16,37,0.003,0.023,0.029,0.5
경기도,하남,202010,14,34,0.003,0.022,0.025,0.4
경기도,화성,202010,21,40,0.004,0.025,0.02,0.5
경기도,양주,202010,17,36,0.003,0.024,0.016,0.4
경기도,동두천,202010,13,26,0.005,0.022,0.013,0.5
경기도,안성,202010,25,46,0.003,0.024,0.017,0.5
경기도,이천,202010,22,39,0.004,0.022,0.021*,0.5
경기도,파주,202010,20,40,0.003,0.023,0.016,0.4
경기도,포천,202010,16,37,0.003,0.024,0.012,0.4
경기도,여주,202010,23,39,0.003,0.021,0.014,0.5
경기도,연천,202010,13,27,0.004,0.019,0.009,0.5
경기도,가평,202010,16,30,0.003,0.019,0.01,0.4
경기도,양평,202010,18,36,0.002,0.022,0.013,0.4
경기도,도평균,202010,19,38,0.003,0.022,0.022,0.5
경기도,수원,201909,13,24,0.003,0.024,0.021,0.5
경기도,안양,201909,11,25,0.003,0.022,0.022,0.4
경기도,성남,201909,11,24,0.002,0.021,0.02,0.5
경기도,의정부,201909,11,22,0.003,0.023,0.018,0.5
경기도,광명,201909,13,29,0.003,0.026,0.028,0.4
경기도,안산,201909,13,27,0.003,0.025,0.021,0.5
경기도,평택,201909,15,33,0.003,0.028,0.016,0.3
경기도,과천,201909,9,26,0.003,0.021,0.021,0.5
경기도,구리,201909,12,23,0.003,0.024,0.016,0.3
경기도,의왕,201909,14,25,0.002,0.023,0.021,0.5
경기도,고양,201909,11,26,0.003,0.027,0.015,0.3
경기도,광주,201909,9,22,0.001,0.021,0.016,0.4
경기도,군포,201909,14,24,0.003,0.024,0.024,0.4
경기도,시흥,201909,17,34,0.003,0.025,0.025,0.4
경기도,부천,201909,20,36,0.004,0.023,0.025,0.5
경기도,남양주,201909,11,21,0.002,0.024,0.013,0.4
경기도,용인,201909,12,24,0.002,0.022,0.017,0.5
경기도,김포,201909,13,28,0.003,0.027,0.012,0.3
경기도,오산,201909,10,24,0.003,0.023,0.024,0.4
경기도,하남,201909,6,18,0.003,0.024,0.021,0.3
경기도,화성,201909,16,28,0.005,0.029,0.014,0.4
경기도,양주,201909,14,23,0.003,0.028,0.013,0.3
경기도,동두천,201909,11,21,0.004,0.026,0.01,0.3
경기도,안성,201909,11,22,0.002,0.028,0.011,0.5
경기도,이천,201909,11,21,0.003,0.024,0.011,0.4
경기도,파주,201909,15,30,0.002,0.025,0.014,0.4
경기도,포천,201909,9,23,0.003,0.027,0.01,0.3
경기도,여주,201909,15,23,0.003,0.022,0.011,0.3
경기도,연천,201909,7,18,0.003,0.023,0.005,0.3
경기도,가평,201909,6,16,0.004,0.023,0.006,0.3
경기도,양평,201909,10,20,0.002,0.023,0.005,0.4
경기도,도평균,201909,13,26,0.003,0.024,0.018,0.4
경기도,수원,201908,18,30,0.003,0.036,0.018,0.5
경기도,안양,201908,14,31,0.003,0.034,0.017,0.4
경기도,성남,201908,15,30,0.003,0.029,0.02,0.6
경기도,의정부,201908,14,26,0.003,0.032,0.015,0.4
경기도,광명,201908,16,31,0.002,0.038,0.022,0.4
경기도,안산,201908,17,30,0.004,0.034,0.015,0.4
경기도,평택,201908,18,34,0.004,0.039,0.014,0.3
경기도,과천,201908,13,31,0.003,0.032,0.018,0.5
경기도,구리,201908,18,29,0.003,0.032,0.015,0.3
경기도,의왕,201908,17,28,0.003,0.032,0.017,0.6
